soufflage	0.790153837928126
soudure	0.788908976172462
usinage	0.7771319792825493
distillation	0.7748255372348857
forgeage	0.7643531063357565
soudage	0.7546169321328684
étirage	0.752662132329809
broyage	0.7525451534486552
polissage	0.7482985916403826
brasage	0.7475383406565785
centrifugation	0.7457263884355984
électrolyse	0.7454246683053746
filage	0.7433125017120861
extrusion	0.7378859876045274
perçage	0.7354367339960519
concassage	0.7348937139157102
piquage	0.7308932777496769
tamisage	0.7304835294976999
fabrication	0.7289885225988934
malaxage	0.72876149421715
décapage	0.7283645773244645
traçage	0.727447840198489
filtration	0.726588868819004
pulvérisation	0.7249523178796137
sertissage	0.7241597259153091
sciage	0.7210008878530882
meulage	0.7203746360265048
façonnage	0.7191660872899682
découpe	0.7152471690952669
formage	0.7126011790247837
flottation	0.7112887346565847
cintrage	0.7100713549353325
calcination	0.7083289534896835
cémentation	0.7081112846187544
compactage	0.7078845867755165
extraction	0.7077215367166602
martelage	0.7058738784458096
hydrométallurgie	0.7047751955517234
carbonisation	0.7033448496275528
salage	0.7011780582842584
estampage	0.6988186082587751
égouttage	0.6976234447749875
foulage	0.6973250267714245
gazéification	0.6968193423474648
sablage	0.6963076733726378
laminage	0.6951831962050102
frittage	0.6951197952052977
recuit	0.6941851871463223
pliage	0.6935696943160011
étuvage	0.6934230526990348
séchage	0.6926900501347402
assemblage	0.6923641861558356
vinification	0.692338164275175
désinfection	0.6913169377175107
réfrigération	0.6908607579172039
chromage	0.6897492212544701
puddlage	0.6889952118139366
récupération	0.6889857182625699
enrobage	0.6888810173112765
ébavurage	0.6885039380496857
trituration	0.6880152149496065
dégraissage	0.6877333919019389
pyrolyse	0.6870179895938885
étamage	0.6868379414087769
raclage	0.684922804209493
galvanoplastie	0.6846869474055818
autoclave	0.6838065317901783
coulage	0.6832144229653344
pasteurisation	0.682735723331435
fixation	0.6817694768778975
rivetage	0.6815529142526487
vulcanisation	0.6810395158968172
rinçage	0.6776208253363648
chaulage	0.6775344589073153
pyrométallurgie	0.6750370608267463
tuyauterie	0.6748021305263419
lubrification	0.6743139035135496
photolithographie	0.6708956592859688
cuisson	0.6704298399083896
pétrissage	0.6694628858734947
décantation	0.6692724539422531
trempage	0.6681392318001494
argenture	0.668120452537366
lyophilisation	0.667595135190095
technique	0.665947128297734
dégorgement	0.6658892802894647
vitrification	0.665784369714397
utilisation	0.6655669986747972
démoulage	0.6636483740233217
synthèse	0.6628199337588059
électrolytique	0.6626154438616296
cardage	0.6617940785279912
transformation	0.6601710937453062
rabotage	0.658395266246873
embossage	0.6580200483868998
fumage	0.6579979901016505
galvanisation	0.6579499931103114
ressuage	0.656826682497793
cyanuration	0.6567385480101516
fertilisation	0.6566692275177557
