client	0.6411960120909073
informateur	0.6368629752070468
fournisseur	0.6199489259695271
plombier	0.6067994714553525
opérateur	0.604447231966951
rabatteur	0.602270357509358
contremaître	0.5989638979316204
recruteur	0.5977369370826339
contrebandier	0.5965613301653243
appât	0.5894958933076082
agent	0.5876509400267229
proxénète	0.5828332102000706
employé	0.582793799942073
artificier	0.5812666507776266
navigateur	0.5812086996080548
acheteur	0.5780562536285637
machiniste	0.5775351375294698
garagiste	0.5745872306838355
employeur	0.5724997117145096
pousseur	0.5678081660060604
revendeur	0.5657997493460911
trafiquant	0.5647005206286047
transporteur	0.5645908297033686
nettoyeur	0.5631815908488762
plongeur	0.5630792938215663
aspirateur	0.5628321666365156
camionneur	0.561694565040846
programmeur	0.5606820081112152
gabier	0.5595606397608577
installateur	0.5588262779632033
double-saut	0.5547913854231488
apiculteur	0.551503484276345
fabricant	0.5499612828162223
mouchard	0.5483349931995171
armurier	0.5481590024237353
commissionnaire	0.5475469777948653
prédateur	0.5446207188430894
indic	0.5444763973008612
pare-feu	0.5441547345738282
arceau-cage	0.5436515042420987
bouc-émissaire	0.542100332936823
minuteur	0.541870540042282
cordage	0.5412202629983175
leurre	0.539624838738189
coursier	0.5391943330130484
technicien	0.539193280565125
malfrat	0.5389055700852281
grappin	0.5383952762473655
concurrent	0.5374375957380689
magasinier	0.536656072923657
palan	0.5365106183155731
investisseur	0.5363652415315057
parafoudre	0.5354444139238145
pompiste	0.5350670325206166
docker	0.5339390845103776
électricien	0.5325917126601706
mécano	0.5315709978333532
joueur	0.5311553608450255
cobaye	0.5309910827945696
investigateur	0.5306980661992564
botnets	0.530656444479169
prête-nom	0.5299580704312389
rootkit	0.528420474454743
soigneur	0.5280397978546172
tricordeur	0.5276766921123589
grossiste	0.526825578851573
routeur	0.5265927686513591
remorqueur	0.5257202523517016
fusible	0.525104866617266
tourne-à-gauche	0.5251003451969748
vice-capitaines	0.525010885278642
serre-frein	0.5246236066937815
ordinateur	0.524356800712491
truand	0.5234233175585175
vibrateur	0.5229711465408017
hameçon	0.5227043588137275
soudeur	0.5222793926988915
composant	0.5211442914060616
prospecteur	0.5209612632425984
annonceur	0.5200629810353978
espion	0.5197498260239218
tuyauteur	0.5194078427934375
pêcheur	0.51848154354258
lycan	0.5182063017637514
talkie-walkie	0.5180161872050129
matelot	0.5179506931151495
prestataire	0.5176776380472143
conducteur	0.5174032652217041
confectionneur	0.5171036361466043
gérant	0.5170935559443023
commerçant	0.5168097689260789
harpon	0.5167229458659941
robot	0.5165574004312443
patrouilleur	0.5161238827209912
armateur	0.5154170544625657
mécanicien	0.5149760603059188
videur	0.514922291763414
Smogo	0.5149055397338621
compétiteur	0.5146719401111073
adware	0.5138494415369942
