LEMME	SUFF	FREQR_W18	FREQR_LM	RATIO_FREQR	PAGE_W18	NB_CAT_W18	NB_SYN	NB_DEF_G	NB_DEF_T	NB_DOM_G	NB_DOM_T	LST	NSS
claquement	['ment']	52.7567577567568	112.871288128713	0.467406358440736	0	0	10	2	4	0	2	0	0
ingurgitation	['ion']	1.40540640540541	1.98019901980198	0.709729876316142	0	0	0	1	1	0	0	0	0
monologue	['autre']	278.054055054054	480.693070306931	0.578444068013112	1	1	8	8	7	1	3	0	0
balayage	['age']	183.243244243243	64.8514861485149	2.82558280659293	1	0	9	6	10	3	6	0	0
approximation	['ion']	416.756757756757	301.485149514851	1.38234589142251	1	1	5	2	11	1	6	0	0
filtration	['ion']	163.783784783784	93.5643574356436	1.7504933424722	1	2	3	4	6	2	2	0	0
piquage	['age']	8.000001	2.97029802970297	2.69333276324464	1	0	0	1	14	1	7	0	0
aiguisement	['ment']	0.864865864864865	2.47524852475248	0.349405668245515	0	0	1	1	3	0	0	0	0
reconstruction	['ion']	2423.45946045946	2370.79208020792	1.02221509878121	1	0	2	1	5	0	0	0	0
domptage	['age']	5.94594694594595	3.46534753465347	1.71582990926206	1	2	1	1	0	0	0	0	0
clignotement	['ment']	16.8648658648649	13.3663376336634	1.26174172215958	1	1	5	1	3	0	0	0	0
localisation	['isation']	4018.27027127027	550.990100009901	7.29281755007588	1	0	2	4	16	1	10	1	0
protection	['ion']	8809.83783883784	11204.9504960495	0.786245137088637	1	0	87	5	14	1	3	1	0
affadissement	['ment']	2.16216316216216	34.6534663465346	0.062393849450457	0	0	2	2	6	0	0	0	0
envoi	['conv']	958.702703702703	2654.9504960495	0.361100029973902	1	3	5	5	11	1	6	0	0
gribouillage	['age']	7.13513613513514	7.42574357425743	0.960864870135062	1	1	8	3	6	0	0	0	0
absolution	['ion']	77.4054064054054	101.485149514851	0.762726436088837	1	1	19	3	11	1	9	0	0
inculcation	['ion']	2.05405505405405	1.98019901980198	1.03729727846217	0	0	0	1	0	0	0	0	0
glose	['conv']	63.3513523513513	114.851486148515	0.551593666532373	1	6	11	11	9	0	2	0	0
recel	['conv']	72.2162172162162	1246.0396049604	0.0579565985934384	1	1	0	1	4	1	4	0	0
infusion	['ion']	125.945946945946	60.3960406039604	2.08533449687242	1	3	4	3	9	0	2	0	0
climatisation	['isation']	222.594595594595	270.29703070297	0.823518464171381	1	5	1	3	1	0	0	0	0
autodestruction	['ion']	32.5405415405405	120.29703070297	0.270501618787978	0	0	0	1	0	0	0	0	0
lapement	['ment']	0.540541540540541	1E-06	540541.540540541	0	0	0	1	0	0	0	0	0
distinguo	['autre']	28.7567577567568	81.6831693168317	0.352052423984865	0	0	0	1	2	0	1	0	0
abattage	['age']	239.783784783784	481.188119811881	0.498316094914244	1	1	10	12	19	7	12	0	0
salissement	['ment']	0.648649648648649	0.495050504950495	1.31026964352559	0	0	1	1	0	0	0	0	0
vasodilatation	['ion']	20.8648658648649	4.45544654455446	4.68300217637363	0	0	0	1	1	0	1	0	0
agacement	['ment']	51.027028027027	481.188119811881	0.106043823457187	0	0	23	1	5	0	0	0	0
versification	['ification']	70.054055054054	10.8910901089109	6.4322353734579	1	1	3	1	2	1	0	0	0
vantardise	['autre']	11.1351361351351	31.6831693168317	0.351452723172476	1	2	8	2	2	0	0	0	0
imploration	['ion']	6.16216316216216	14.8514861485148	0.414918958314376	0	0	6	1	2	0	0	0	0
vente	['autre']	7572.64864964865	20618.8118821881	0.367268914082794	1	3	22	10	19	1	8	0	0
production	['ion']	27286.1621631622	22918.8118821881	1.19055744701881	1	4	44	6	14	3	2	1	0
coloriage	['age']	32.1081091081081	33.1683178316832	0.968035499148458	0	0	1	3	4	0	0	0	0
piquetage	['age']	9.4054064054054	0.99010000990099	9.49945087501407	0	0	5	2	0	0	0	0	0
tuerie	['autre']	212.216217216216	770.29703070297	0.275499201941034	1	0	9	5	4	1	1	0	0
tournage	['age']	3666.05405505405	2140.59406040594	1.71263394721315	1	0	3	4	5	4	1	0	0
formalisation	['isation']	93.7297307297297	54.4554465445545	1.72121865997448	0	0	2	1	1	0	0	0	0
observance	['autre']	167.135136135135	60.3960406039604	2.76731942133596	1	0	12	3	6	3	5	0	0
maillage	['age']	147.675676675676	250.000001	0.590702704339892	1	2	0	3	0	1	0	0	0
abordage	['age']	109.945946945946	56.4356445643564	1.94816499031156	1	4	5	4	16	1	3	0	0
tuilage	['age']	4.97297397297297	6.93069406930693	0.717528998285488	1	0	0	6	0	1	0	0	0
vomissement	['ment']	153.405406405405	60.3960406039604	2.53999111318145	1	4	5	1	4	0	0	0	0
aimance	['autre']	0.972973972972973	0.495050504950495	1.96540345529043	0	0	0	0	1	0	1	0	0
trafic	['conv']	3274.37837937838	6990.59406040594	0.468397728588497	1	2	13	4	0	0	0	0	0
moisson	['conv']	300.216217216216	351.485149514851	0.854136277537185	1	0	6	5	9	1	0	0	0
licenciement	['ment']	428.972973972973	3580.19802080198	0.119818225550798	1	1	17	2	1	2	0	0	0
collation	['conv']	111.243244243243	32.1782188217822	3.45709763673868	1	0	36	6	0	1	0	0	0
glanage	['age']	5.62162262162162	2.97029802970297	1.8926123120998	1	2	0	1	0	0	0	0	0
intercession	['ion']	136.540541540541	34.6534663465346	3.94016979932498	1	2	4	2	4	1	3	0	0
immolation	['ion']	34.8108118108108	24.7524762475248	1.40635674033994	1	2	12	3	4	1	2	0	0
arabisation	['isation']	38.2702712702703	74.7524762475248	0.511959913455542	1	4	0	1	0	0	0	0	0
cadrage	['age']	140.324325324324	427.227723772277	0.328453228843175	1	0	0	2	0	0	0	0	0
cognement	['ment']	1.94594694594595	1.98019901980198	0.982702711437833	0	0	1	1	3	0	0	0	0
conditionnement	['ment']	282.054055054054	254.950496049505	1.10630910480475	1	1	3	3	6	2	5	0	0
vannage	['age']	13.7297307297297	1.48514951485149	9.2446791332674	0	0	0	3	0	3	0	0	0
tracas	['conv']	41.1891901891892	177.722773277228	0.231760901710321	0	0	28	2	4	0	1	0	0
reboisement	['ment']	78.3783793783784	77.2277237722772	1.01489951470659	1	1	3	1	2	0	0	0	0
panneautage	['age']	1.83783883783784	0.495050504950495	3.71242695332999	1	1	0	2	0	1	0	0	0
aseptisation	['isation']	1.18919018918919	6.43564456435644	0.184781831454066	0	0	2	1	0	0	0	0	0
hydroplanage	['age']	1.62162262162162	1E-06	1621622.62162162	0	0	0	1	0	0	0	0	0
traquenard	['conv']	45.9459469459459	75.7425752574257	0.606606611800428	1	0	9	4	9	1	6	0	0
grommellement	['ment']	0.972973972972973	6.93069406930693	0.140386224416088	0	0	1	1	0	0	0	0	0
conscientisation	['isation']	7.67567667567568	6.43564456435644	1.19268188274211	0	0	0	1	0	0	0	0	0
emmaillotage	['age']	0.864865864864865	0.99010000990099	0.873513641264736	0	0	0	0	0	0	0	0	0
cardage	['age']	11.3513523513514	0.495050504950495	22.9296854317652	1	3	0	1	0	0	0	0	0
ouverture	['autre']	8230.16216316216	15974.7524762475	0.515198102468216	1	0	63	15	59	7	29	1	0
chatouillement	['ment']	4.64864964864865	2.97029802970297	1.56504485481328	1	2	23	3	5	0	0	0	0
momification	['ification']	31.6756766756757	15.3465356534653	2.06402782953318	1	0	2	1	2	0	1	0	0
vernissage	['age']	72.972973972973	129.207921792079	0.564771671588378	1	1	0	2	5	1	3	0	0
lancement	['ment']	3078.7027037027	5195.54455545545	0.592565932375653	1	0	5	2	9	2	5	0	0
plaquage	['age']	58.2702712702703	98.5148524851485	0.591487169704231	0	0	2	4	0	1	0	0	0
pelletage	['age']	1.2972982972973	1.48514951485149	0.873513598681024	0	0	0	1	1	0	0	0	0
implication	['ion']	1184.43243343243	1713.36633763366	0.691289660253426	1	0	7	3	8	3	6	0	0
damnation	['ion']	95.2432442432432	90.5940604059406	1.05131885927698	1	2	3	2	5	0	1	0	0
agrafage	['age']	7.45946045945946	0.99010000990099	7.53404745466613	0	0	0	1	3	0	3	0	0
accord	['conv']	11681.4054064054	41876.2376247624	0.278950690629808	1	0	99	12	27	6	14	1	0
accrochage	['age']	305.081082081081	926.237624762376	0.329376689010392	1	1	26	6	20	2	10	0	0
automutilation	['ion']	20.3243253243243	31.1881198118812	0.651668822837526	1	2	2	1	0	0	0	0	0
renoncement	['ment']	129.405406405405	651.980199019802	0.198480577477592	0	0	36	1	5	0	0	0	0
entortillement	['ment']	1.62162262162162	0.99010000990099	1.63783719362227	1	0	2	1	4	0	0	0	0
divulgation	['ion']	119.891892891892	237.128713871287	0.505598377077897	0	0	9	1	3	0	1	0	0
castration	['ion']	91.6756766756757	51.980199019802	1.76366536497391	1	1	8	2	8	2	8	0	0
appui	['conv']	2892.86486586486	4877.22772377228	0.593137132343574	1	1	146	10	14	5	6	0	0
batelage	['age']	1.2972982972973	1.48514951485149	0.873513598681024	0	0	0	3	0	0	0	0	0
vitrification	['ification']	22.5945955945946	24.7524762475248	0.912821625143628	1	2	0	2	6	1	3	0	0
guirlande	['conv']	187.027028027027	173.267327732673	1.0794131269548	1	2	6	8	13	1	3	0	0
moquerie	['autre']	135.675676675676	129.207921792079	1.05005695311782	0	0	35	2	3	0	0	0	0
captation	['ion']	147.783784783784	129.207921792079	1.14376721437867	0	0	10	4	8	1	4	0	0
indexage	['age']	1.18919018918919	0.99010000990099	1.20108087798939	0	0	0	0	0	0	0	0	0
enclenchement	['ment']	24.4324334324324	20.2970307029703	1.20374422199878	1	2	0	2	3	0	1	0	0
inhumation	['ion']	296.108109108108	92.5742584257426	3.19860093014548	0	0	8	1	2	0	0	0	0
acensement	['ment']	3.35135235135135	1E-06	3351352.35135135	1	1	0	1	0	1	0	0	0
ponctuation	['ion']	209.621622621622	138.613862386139	1.51227026657461	1	1	12	6	6	1	6	0	0
fusion	['ion']	5345.40540640541	6996.53465446535	0.764007565230002	1	1	31	4	14	1	4	0	0
unification	['ification']	569.405406405405	1124.75247624752	0.506249524611045	1	7	1	2	4	1	1	0	0
autoreproduction	['ion']	1.62162262162162	5.94059505940594	0.272973095355835	1	1	0	2	0	1	0	0	0
affranchissement	['ment']	127.459460459459	96.5346544653465	1.32034926903078	1	1	22	6	0	2	0	0	0
couchage	['age']	41.6216226216216	96.5346544653465	0.431157317049938	0	0	1	4	9	2	4	0	0
foutage	['age']	41.6216226216216	0.99010000990099	42.0377963896635	0	0	0	1	0	0	0	0	0
chantonnement	['ment']	0.972973972972973	1.98019901980198	0.491351608218789	0	0	0	1	0	0	0	0	0
couture	['autre']	703.135136135135	1117.82178317822	0.629022574722032	1	3	13	13	24	2	5	0	0
critique	['conv']	15486.7027037027	16499.504951495	0.93861620389401	1	0	34	15	0	3	0	1	0
chantage	['age']	229.189190189189	893.069307930693	0.256630911121822	1	3	11	3	2	1	0	0	0
naufrage	['conv']	949.297298297297	1305.44554555446	0.727182609439375	1	4	17	7	12	0	0	0	0
pose	['conv']	909.297298297297	838.118812881188	1.0849264857466	1	0	23	15	0	4	0	0	0
conformation	['ion']	137.513514513514	26.7326742673267	5.14402386900683	0	0	7	3	5	2	5	0	0
illustration	['ion']	3939.45946045946	3701.48514951485	1.0642915752278	1	2	39	5	11	0	0	0	0
rivetage	['age']	15.4594604594595	1.98019901980198	7.80702358948011	1	1	0	1	0	1	0	0	0
automassage	['age']	0.756757756756757	0.495050504950495	1.52864758078054	0	0	0	1	0	0	0	0	0
broyage	['age']	85.1891901891892	47.029703970297	1.8113911634016	1	2	1	1	1	0	0	0	0
endigage	['age']	0.972973972972973	0.99010000990099	0.982702720172955	0	0	0	1	0	0	0	0	0
contournage	['age']	0.756757756756757	1E-06	756757.756756757	0	0	0	2	0	0	0	0	0
digestion	['ion']	169.837838837838	90.5940604059406	1.87471273587712	1	1	14	2	10	2	2	0	0
ramendage	['age']	0.540541540540541	1E-06	540541.540540541	0	0	1	2	0	0	0	0	0
instanciation	['ion']	11.7837847837838	0.495050504950495	23.8031971807849	0	0	0	1	0	0	0	0	0
encryptage	['age']	0.756757756756757	1.48514951485149	0.509549879785964	0	0	0	1	0	0	0	0	0
investissement	['ment']	2711.56756856757	15547.0297039703	0.174410650793	1	5	12	2	0	2	0	0	0
paye	['conv']	85.7297307297297	180.19802080198	0.475752898662179	0	0	3	9	11	0	0	0	0
compression	['ion']	763.027028027027	444.554456445545	1.71638596118875	1	0	14	3	7	0	5	0	0
exhaussement	['ment']	18.8108118108108	2.47524852475248	7.59956490134335	0	0	2	1	5	0	1	0	0
culbute	['conv']	17.0810820810811	38.1188128811881	0.448101102579475	0	0	24	10	12	0	0	0	0
catalyse	['conv']	85.4054064054054	17.3267336732673	4.92911174234609	1	3	0	7	1	2	0	0	0
moulage	['age']	262.918919918919	127.722773277228	2.05851245766675	1	1	2	2	0	0	0	0	0
ferraillage	['age']	19.6756766756757	3.96039703960396	4.96810710616106	1	0	0	1	0	0	0	0	0
balbutiement	['ment']	45.6216226216216	206.930694069307	0.220468127393134	0	0	17	1	8	0	0	0	0
optimisation	['isation']	434.594595594595	132.673268326733	3.27567565852319	1	0	0	1	0	0	0	0	0
transvasement	['ment']	6.48648748648649	7.42574357425743	0.873513530547025	0	0	1	1	0	0	0	0	0
appauvrissement	['ment']	79.3513523513514	228.712872287129	0.346947469802805	0	0	21	1	6	0	0	0	0
expertise	['conv']	808.324325324324	2094.05940694059	0.386008306471725	1	4	1	8	8	1	0	0	0
braillement	['ment']	0.540541540540541	7.42574357425743	0.0727929176566799	0	0	7	2	3	0	0	0	0
tractation	['ion']	123.027028027027	855.445545554456	0.143816317317179	0	0	7	1	2	0	0	0	0
immersion	['ion']	309.081082081081	317.821783178218	0.97249810566875	1	0	10	4	12	1	4	0	0
test	['conv']	5349.83783883784	3935.14851585149	1.35950087202242	1	0	4	5	0	1	0	0	0
nourrissage	['age']	40.1081091081081	10.3960406039604	3.85801774310393	0	0	3	1	0	1	0	0	0
broutement	['ment']	1.2972982972973	0.495050504950495	2.62053726705526	0	0	0	2	1	0	0	0	0
focalisation	['isation']	74.9189199189189	59.4059415940594	1.26113513073936	1	0	0	3	0	2	0	0	0
improvisation	['isation']	586.162163162162	806.930694069307	0.726409550994	1	0	4	2	9	0	5	0	0
dissipation	['ion']	73.8378388378378	45.5445554554455	1.621222078017	1	3	25	3	7	0	1	0	0
chipotage	['age']	4.43243343243243	2.97029802970297	1.49225208652738	0	0	4	1	3	0	0	0	0
promesse	['conv']	1109.83783883784	4947.52475347525	0.224321836501831	1	0	18	3	18	1	5	0	0
relance	['conv']	391.243244243243	3250.000001	0.120382536653188	0	0	1	8	5	4	2	0	0
baisse	['conv']	2037.40540640541	21340.099010901	0.0954730999778705	0	0	34	8	11	0	0	1	0
entreposage	['age']	77.9459469459459	71.2871297128713	1.0934084070981	1	1	0	1	0	0	0	0	0
division	['ion']	21443.6756766757	7402.9702980297	2.89663132680445	1	0	147	12	27	8	15	0	0
frottement	['ment']	269.405406405405	111.386139613861	2.41866184912543	1	1	13	3	8	1	4	0	0
caquetage	['age']	1.18919018918919	6.93069406930693	0.171583131111731	0	0	6	1	3	0	0	0	0
entrelacement	['ment']	28.3243253243243	16.8316841683168	1.68279805164362	1	0	9	1	0	0	0	0	0
bringue	['conv']	9.2972982972973	14.3564366435644	0.647604870771679	0	0	26	11	0	1	0	0	0
crucifiement	['ment']	22.8108118108108	0.495050504950495	46.0777467807893	1	4	5	2	3	0	0	0	0
regret	['conv']	387.351352351351	1800.9901000099	0.215076891510521	1	1	35	5	16	0	2	0	1
affiliation	['ion']	357.297298297297	177.227723772277	2.01603502370992	1	0	24	1	4	0	1	0	0
effondrement	['ment']	991.243244243243	2599.0099019901	0.381392638590655	1	0	27	1	9	0	2	0	0
habillement	['ment']	216.864865864865	495.049505950495	0.438067028162132	1	0	20	3	6	1	0	0	0
assistance	['autre']	1753.72973072973	4319.30693169307	0.406021095158039	1	0	38	4	12	1	4	0	0
attelage	['age']	293.081082081081	180.19802080198	1.62643896296257	1	0	13	7	17	4	5	0	0
explosion	['ion']	2050.05405505405	4883.16831783168	0.41982047753053	1	0	44	4	10	0	1	0	0
inauguration	['ion']	1649.94594694595	1173.76237723762	1.405689924079	1	1	12	3	4	0	0	0	0
fartage	['age']	3.45946045945946	7.42574357425743	0.465873945802849	0	0	0	1	0	0	0	0	0
change	['conv']	1272.64864964865	5030.69307030693	0.252976802969815	1	1	30	14	12	1	5	0	0
extorsion	['ion']	73.6216226216216	263.861387138614	0.279016279797491	1	1	7	1	1	0	0	0	0
frotte	['conv']	4.75675775675676	5.44554555445545	0.873513536741028	0	0	0	5	3	0	2	0	0
pavage	['age']	144.972973972973	17.3267336732673	8.3670111578298	1	1	8	2	5	0	3	0	0
attentat	['conv']	2803.02702802703	9333.16831783168	0.300329634329175	1	2	18	1	9	0	4	0	0
illumination	['ion']	239.675676675676	175.247525752475	1.36764085910235	1	0	9	4	7	0	1	0	0
baguage	['age']	19.4594604594595	2.97029802970297	6.55134948239703	1	2	0	1	0	1	0	0	0
remaniement	['ment']	630.486487486487	922.277228722772	0.683619271788401	0	0	5	3	4	2	2	0	0
inventorisation	['isation']	0.648649648648649	1E-06	648649.648648649	0	0	0	1	0	0	0	0	0
embrouille	['conv']	65.2972982972973	103.960397039604	0.628097815675157	0	0	2	7	1	0	0	0	0
encensement	['ment']	6.16216316216216	4.45544654455446	1.38306297708671	0	0	0	1	2	0	0	0	0
revente	['autre']	117.945946945946	334.158416841584	0.352964166100479	0	0	1	7	1	0	0	0	0
nivellement	['ment']	75.2432442432432	94.059406940594	0.799954482923386	1	1	5	3	9	1	5	0	0
agiotage	['age']	6.48648748648649	0.495050504950495	13.1026782552926	1	2	11	1	6	0	2	0	0
douche	['conv']	253.513514513513	574.257426742574	0.441463188297881	1	3	11	8	13	1	1	0	0
purge	['conv']	464.972973972973	389.108911891089	1.19496870866612	1	0	43	10	9	4	3	0	0
parquetage	['age']	0.648649648648649	1E-06	648649.648648649	0	0	0	2	1	2	0	0	0
noce	['conv']	1501.83783883784	623.267327732673	2.40962067480937	1	1	30	8	13	0	0	0	0
courbette	['autre']	8.97297397297297	28.7128722871287	0.31250701369209	1	3	4	8	4	2	2	0	0
restitution	['ion']	430.702703702703	931.188119811881	0.462530282054837	0	0	0	5	16	3	10	0	0
discussion	['ion']	9959.24324424324	11990.5940604059	0.830587975380602	1	1	105	3	6	1	1	1	0
transduction	['ion']	39.2432442432432	3.46534753465347	11.32447578513	1	0	0	4	3	4	3	0	0
sacrifice	['autre']	1261.72973072973	1852.47524852475	0.681104771431914	1	1	37	3	19	1	11	0	0
embauchage	['age']	2.91891991891892	1.48514951485149	1.9654047553662	0	0	11	1	4	0	0	0	0
calage	['age']	51.5675685675676	12.3762386237624	4.1666592035934	1	0	0	1	0	1	0	0	0
nomination	['ion']	5610.05405505405	5406.43564456436	1.03766222773676	1	1	15	4	13	0	3	0	0
annotation	['ion']	199.459460459459	105.445545554455	1.89158735355447	1	0	16	3	2	1	1	0	0
chamoisage	['age']	1.2972982972973	1E-06	1297298.2972973	1	3	0	1	0	0	0	0	0
actionnement	['ment']	6.48648748648649	0.495050504950495	13.1026782552926	0	0	0	1	1	0	1	0	0
illimitation	['ion']	1.94594694594595	1.98019901980198	0.982702711437833	0	0	0	1	0	0	0	0	0
amaigrissement	['ment']	28.6486496486487	128.217822782178	0.22343734300744	1	3	37	1	4	0	1	0	0
dallage	['age']	96.3243253243243	28.7128722871287	3.35474362721643	0	0	6	3	2	1	0	0	0
entartage	['age']	7.89189289189189	3.96039703960396	1.99270245204533	1	6	0	1	0	0	0	0	0
grouillement	['ment']	3.56756856756757	30.1980208019802	0.118139151931892	0	0	9	1	2	0	0	0	0
gazage	['age']	29.1891901891892	11.8811891188119	2.45675663414641	0	0	2	2	0	0	0	0	0
salaison	['autre']	64.6486496486486	36.1386148613861	1.78890779009146	1	1	1	2	4	0	0	0	0
drop	['autre']	432.216217216216	113.861387138614	3.79598587438637	1	0	0	2	0	2	0	0	0
brunissement	['ment']	11.4594604594595	0.495050504950495	23.1480633690201	0	0	1	1	1	0	0	0	0
torchage	['age']	4.86486586486487	1E-06	4864865.86486487	0	0	0	1	0	0	0	0	0
vexation	['ion']	43.6756766756757	111.386139613861	0.392110515968007	0	0	19	1	1	0	0	0	0
narration	['ion']	544.648649648649	648.019802980198	0.840481490139418	1	2	31	4	5	0	1	0	0
amusement	['ment']	164.972973972973	190.594060405941	0.86557248227779	1	0	44	3	11	0	0	0	0
arraisonnement	['ment']	12.972973972973	59.9009910990099	0.216573611470469	0	0	4	1	1	1	1	0	0
divergence	['autre']	622.378379378378	2716.33663466337	0.229124170927919	1	0	15	5	4	1	2	1	0
hissage	['age']	4.10810910810811	0.99010000990099	4.14918600851132	0	0	0	1	0	0	0	0	0
gaffe	['conv']	113.189190189189	230.19802080198	0.491703576750368	1	4	32	9	0	0	0	0	0
temporisation	['isation']	16.6486496486487	26.2376247623762	0.634533415254958	0	0	3	2	3	1	2	0	0
contemplation	['ion']	185.621622621622	252.475248524752	0.735207208255994	1	4	14	3	4	0	2	0	0
crachat	['conv']	44.6486496486486	69.3069316930693	0.644216221349668	1	2	4	4	9	1	2	0	0
blanchiment	['ment']	362.27027127027	729.70297129703	0.496462650585544	1	0	17	5	6	1	4	0	0
invitation	['ion']	1156.75675775676	2376.23762476238	0.486801802017773	1	3	23	4	5	0	0	0	0
promotion	['ion']	5287.13513613514	5177.72277327723	1.02113136752369	1	0	13	4	11	3	5	0	0
linogravure	['autre']	15.2432442432432	3.96039703960396	3.84891819956707	1	3	0	0	3	0	1	0	0
invasion	['ion']	3635.67567667568	1829.20792179208	1.98756829847631	1	0	23	3	13	0	1	0	0
feuilletage	['age']	14.7027037027027	15.3465356534653	0.958047082071108	1	1	1	1	0	0	0	0	0
traction	['ion']	1395.24324424324	156.930694069307	8.89082440193024	1	0	2	6	15	2	11	0	0
fanatisation	['isation']	0.756757756756757	0.99010000990099	0.764324562356516	0	0	0	0	0	0	0	0	0
herborisation	['isation']	13.4054064054054	1.98019901980198	6.76972681601769	1	2	0	2	0	0	0	0	0
taxation	['ion']	145.081082081081	639.60396139604	0.226829555221043	0	0	2	1	5	0	2	0	0
anoblissement	['ment']	64.6486496486486	10.3960406039604	6.21858379660624	1	3	0	1	2	0	1	0	0
accordance	['autre']	2.91891991891892	1E-06	2918919.91891892	0	0	5	4	0	3	0	0	0
rouissage	['age']	10.0540550540541	0.99010000990099	10.1545853484634	1	3	0	1	0	1	0	0	0
aspersion	['ion']	26.4864874864865	11.8811891188119	2.22927917581495	0	0	11	1	4	0	3	0	0
correction	['ion']	1306.16216316216	1150.49505050495	1.13530446096999	1	0	87	8	33	4	7	0	0
arasement	['ment']	17.1891901891892	9.9009910990099	1.7361080337612	0	0	2	2	7	2	6	0	0
extrapolation	['ion']	77.0810820810811	113.366337633663	0.679929189652082	1	1	0	3	3	1	2	0	0
gemmage	['age']	16.7567577567568	1E-06	16756757.7567568	1	1	0	1	3	0	3	0	0
brisement	['ment']	0.972973972972973	2.47524852475248	0.393081326276225	0	0	15	2	7	1	0	0	0
duplication	['ion']	112.000001	73.2673277326733	1.52864864143331	1	0	0	2	6	2	4	0	0
ordination	['ion']	273.621622621622	166.336634663366	1.64498712610953	0	0	0	2	2	2	1	0	0
abusement	['ment']	0.648649648648649	1E-06	648649.648648649	0	0	0	0	1	0	0	0	0
doublement	['ment']	335.351352351351	1002.47524852475	0.334523323987157	0	0	1	3	0	0	0	0	0
proclamation	['ion']	702.27027127027	782.673268326733	0.897271313190043	0	0	35	2	4	0	0	0	0
avitaillement	['ment']	34.5945955945946	6.93069406930693	4.99150521558861	1	2	1	1	2	0	1	0	0
irradiation	['ion']	162.054055054054	162.871288128713	0.994982337991869	1	3	7	2	8	2	3	0	0
raillerie	['autre']	61.4054064054054	79.2079217920792	0.775243246080797	0	0	66	1	6	0	0	0	0
dressage	['age']	293.189190189189	91.0891099108911	3.21870737869768	1	1	6	3	11	2	5	0	0
import	['autre']	233.081082081081	65.8415851584158	3.54002841092426	0	0	0	1	0	0	0	0	0
garde	['conv']	7393.51351451351	13219.3069316931	0.55929660705492	1	2	51	20	0	3	0	0	0
carambolage	['age']	39.5675685675676	77.7227732772277	0.509085907504032	1	1	1	3	2	2	0	0	0
dessiccation	['ion']	40.2162172162162	5.94059505940594	6.76972875849205	1	6	8	2	0	1	0	0	0
vue	['conv']	12962.8108118108	15070.7920802079	0.860128037253897	1	2	78	17	61	6	5	1	0
installation	['ion']	5482.81081181081	6087.12871387129	0.900722010250356	1	0	28	6	13	4	2	0	0
groupement	['ment']	1512.32432532432	1994.55445644554	0.758226640760367	1	0	35	5	12	2	5	0	0
magouille	['conv']	38.1621631621622	202.475248524752	0.188478164319906	0	0	4	6	4	0	0	0	0
attache	['conv']	412.756757756757	405.940595059406	1.01679103489601	1	0	91	13	35	2	21	0	0
traitement	['ment']	6733.18919018919	8388.11881288119	0.802705510066141	1	0	56	10	14	8	7	1	0
croassement	['ment']	6.91891991891892	7.92079307920792	0.87351352948243	0	0	1	1	4	0	0	0	0
tannerie	['autre']	149.945946945946	21.7821792178218	6.8838817937584	1	1	4	1	4	0	0	0	0
razzia	['conv']	128.864865864865	115.841585158416	1.1124231914527	1	0	8	3	3	0	0	0	0
relevage	['age']	71.7837847837838	12.8712881287129	5.57704746144644	1	0	2	2	3	1	0	0	0
traficotage	['age']	1.08108208108108	5.94059505940594	0.181982119681659	0	0	1	0	0	0	0	0	0
coupure	['autre']	564.324325324324	1118.81188218812	0.504396077936396	1	0	45	7	16	4	0	0	0
explication	['ion']	2618.05405505405	4795.0495059505	0.545991037590986	1	1	54	5	7	0	0	1	1
orientation	['ion']	3685.51351451351	5694.55445644554	0.647199626011471	1	0	15	7	20	1	7	1	1
clichage	['age']	1.94594694594595	1E-06	1945946.94594595	0	0	4	2	2	2	2	0	0
soin	['conv']	3525.51351451351	7412.37623862376	0.475625278725475	1	0	92	6	38	0	0	1	0
filmage	['age']	5.62162262162162	18.3168326831683	0.306910191235597	0	0	3	1	0	1	0	0	0
tutoiement	['ment']	36.4324334324324	76.7326742673267	0.474796868222089	0	0	0	1	2	0	0	0	0
bachotage	['age']	3.56756856756757	33.1683178316832	0.10755952670472	1	5	0	3	0	2	0	0	0
postulation	['ion']	8.86486586486486	5.44554555445545	1.62791143260418	1	0	0	1	3	1	0	0	0
faucardage	['age']	2.7027037027027	1.48514951485149	1.81981926780818	1	1	0	1	0	0	0	0	0
cliquage	['age']	0.864865864864865	0.99010000990099	0.873513641264736	0	0	0	1	0	1	0	0	0
lavage	['age']	266.162163162162	158.415842584158	1.68014864435521	1	0	24	5	9	3	4	0	0
enculade	['autre']	0.756757756756757	1E-06	756757.756756757	0	0	0	3	0	0	0	0	0
bricole	['conv']	51.5675685675676	65.3465356534654	0.789140052366845	1	0	49	18	15	6	10	0	0
taille	['conv']	9172.10810910811	5748.51485248515	1.59556134836164	1	0	61	21	67	6	30	1	0
taxe	['conv']	2158.05405505405	4957.42574357426	0.435317474568589	1	1	33	8	20	0	17	0	0
ceinturage	['age']	0.756757756756757	1E-06	756757.756756757	0	0	1	1	4	0	3	0	0
subversion	['ion']	104.324325324324	318.811882188119	0.327228472816978	1	4	7	1	2	0	0	0	0
dramatisation	['isation']	21.7297307297297	171.782179217822	0.126495838093754	1	3	2	2	2	1	1	0	0
aplatissage	['age']	0.540541540540541	1E-06	540541.540540541	0	0	2	1	2	0	1	0	0
envie	['conv']	1355.89189289189	5272.77227822772	0.257149715812804	1	3	30	12	12	0	2	0	0
goinfrerie	['autre']	3.24324424324324	3.96039703960396	0.81891896464188	0	0	3	1	3	0	0	0	0
soudage	['age']	101.621622621622	14.3564366435644	7.07847115162634	1	2	2	2	2	0	0	0	0
