LEMME	SUFF	FREQR_W18	FREQR_LM	RATIO_FREQR	PAGE_W18	NB_CAT_W18	NB_SYN	NB_DEF_G	NB_DEF_T	NB_DOM_G	NB_DOM_T	LST	NSS
musellement	['ment']	1.2972982972973	3.46534753465347	0.374363114903864	0	0	0	1	0	0	0	0	0
travestissement	['ment']	56.8648658648649	95.5445554554455	0.595165947382341	1	3	8	2	5	0	1	0	0
flanquement	['ment']	33.6216226216216	1E-06	33621622.6216216	0	0	0	1	2	0	2	0	0
pansement	['ment']	61.2972982972973	105.940595059406	0.578600660709192	1	2	5	2	3	0	0	0	0
interposition	['ion']	39.4594604594595	390.09901090099	0.101152423761142	0	0	12	2	3	0	2	0	0
vidange	['autre']	115.135136135135	64.3564366435644	1.78902285676267	1	2	6	9	20	0	10	0	0
fumage	['age']	30.7027037027027	6.43564456435644	4.77072706481468	1	2	1	3	0	0	0	0	0
parcours	['conv']	7700.32432532433	5959.40594159406	1.29212951773925	1	0	14	8	22	2	14	0	0
financement	['ment']	2430.91891991892	11515.3465356535	0.211102541499067	1	1	9	1	0	0	0	0	0
scintillation	['ion']	18.4864874864865	4.95049604950495	3.73426971794779	1	0	1	1	3	1	3	0	0
plafonnement	['ment']	25.2972982972973	317.821783178218	0.0795958604357584	0	0	0	2	0	1	0	0	0
cession	['ion']	483.243244243243	3030.19802080198	0.159475796936646	0	0	25	1	5	1	4	0	0
espionnage	['age']	746.162163162162	1169.80198119802	0.637853393270886	0	0	1	1	5	0	0	0	0
hibernation	['ion']	101.081082081081	77.2277237722772	1.30887040487093	1	3	0	3	4	2	3	0	0
remontage	['age']	61.5135145135135	26.7326742673267	2.30106101239174	1	1	1	3	9	1	3	0	0
menterie	['autre']	4.75675775675676	8.41584258415842	0.565214678053824	0	0	4	1	1	0	0	0	0
plantation	['ion']	1089.72973072973	779.207921792079	1.39850956369064	1	4	54	5	9	1	8	0	0
fixation	['ion']	564.864865864865	616.336634663366	0.916487572044757	1	0	19	4	11	0	7	0	0
intimidation	['ion']	180.216217216216	640.09901090099	0.28154428322354	1	3	8	1	2	0	0	0	0
cogitation	['ion']	8.21621721621622	22.2772287227723	0.368816845149927	0	0	0	2	2	1	1	0	0
investiture	['autre']	600.864865864865	1343.06930793069	0.447381875467496	1	4	0	1	7	0	7	0	0
cadenassage	['age']	0.648649648648649	0.99010000990099	0.655135483448297	0	0	0	0	0	0	0	0	0
massification	['ification']	15.1351361351351	56.9306940693069	0.265851951790887	0	0	0	2	0	1	0	0	0
ventilation	['ion']	350.702703702703	166.336634663366	2.10839124172771	1	3	4	2	12	2	5	0	0
cuvage	['age']	3.56756856756757	0.495050504950495	7.20647394940911	0	0	0	3	2	0	2	0	0
emballement	['ment']	40.972973972973	241.584159415842	0.169601244022153	0	0	14	3	5	0	0	0	0
potin	['conv']	90.2702712702703	116.831684168317	0.772652315276221	1	6	14	5	0	0	0	0	0
chicanerie	['autre']	4.21621721621622	14.8514861485148	0.283891940109835	0	0	5	1	2	0	0	0	0
emprisonnement	['ment']	620.972973972973	1326.23762476238	0.468221502978573	0	0	29	1	5	0	3	0	0
mystification	['ification']	62.1621631621622	143.069307930693	0.434489857127675	0	0	28	1	2	0	0	0	0
aide	['conv']	13434.7027037027	23903.4653475347	0.562039959829018	1	0	97	13	0	5	0	1	0
pinaillage	['age']	18.7027037027027	5.94059505940594	3.14828792665982	0	0	0	1	0	0	0	0	0
tuyautage	['age']	0.864865864864865	0.495050504950495	1.74702551803548	0	0	2	2	5	0	1	0	0
enfourchement	['ment']	2.81081181081081	1E-06	2810811.81081081	0	0	0	1	4	1	3	0	0
gustation	['ion']	2.27027127027027	2.97029802970297	0.764324403668442	0	0	0	1	1	1	0	0	0
essuyage	['age']	7.35135235135135	5.44554555445545	1.34997536570723	0	0	0	2	1	1	0	0	0
facilitation	['ion']	43.3513523513514	26.2376247623762	1.65225902664465	1	1	0	1	0	0	0	0	0
ramonage	['age']	4.75675775675676	12.8712881287129	0.369563458543479	0	0	0	2	3	1	1	0	0
chargement	['ment']	600.432433432432	381.683169316832	1.57311739605164	1	0	12	6	7	0	5	0	0
co-adaptation	['ion']	1.18919018918919	1E-06	1189190.18918919	0	0	0	0	0	0	0	0	0
remblaiement	['ment']	24.972973972973	22.7722782277228	1.09663924369987	0	0	0	2	0	0	0	0	0
feutrage	['age']	13.7297307297297	4.45544654455446	3.08156109436674	0	0	0	3	2	0	0	0	0
visionnage	['age']	76.2162172162162	76.7326742673267	0.993269398518404	0	0	0	1	0	0	0	0	0
ensachage	['age']	4.86486586486487	3.46534753465347	1.40386088731829	0	0	1	2	0	1	0	0	0
attaque	['conv']	10373.6216226216	8193.56435743564	1.26606946257859	1	0	69	12	31	4	14	0	0
muselage	['age']	1.2972982972973	9.9009910990099	0.131027114793288	0	0	0	0	0	0	0	0	0
coaptation	['ion']	1.2972982972973	1E-06	1297298.2972973	0	0	0	1	2	1	2	0	0
entente	['autre']	1052.32432532432	1904.45544654455	0.552559172352214	1	0	31	5	25	1	9	0	0
affront	['conv']	94.9189199189189	309.405941594059	0.30677794818644	0	0	42	2	9	0	0	0	0
badigeonnage	['age']	3.45946045945946	3.96039703960396	0.873513545451343	0	0	3	1	6	0	3	0	0
imputation	['ion']	38.8108118108108	125.742575257426	0.308652910371492	1	0	11	1	4	0	3	0	0
hallucination	['ion']	221.621622621622	163.366337633663	1.35659295441018	1	8	29	3	1	1	1	0	0
cabotage	['age']	60.8648658648649	72.7722782277228	0.836374335765652	1	4	1	4	2	3	0	0	0
repoussage	['age']	4.54054154054054	1E-06	4540541.54054054	1	2	0	1	0	0	0	0	0
perlage	['age']	2.48648748648649	0.99010000990099	2.51134982488803	0	0	0	0	0	0	0	0	0
don	['conv']	8829.62162262162	5134.15841684158	1.71977973910151	1	1	90	7	0	0	0	0	1
coupage	['age']	13.5135145135135	9.4059415940594	1.4366998113244	1	0	0	2	3	0	0	0	0
fanage	['age']	2.37837937837838	1E-06	2378379.37837838	0	0	0	2	2	0	0	0	0
terminaison	['autre']	322.702703702703	33.6633673366337	9.58616826640294	1	0	34	3	8	2	1	0	0
cancan	['conv']	50.0540550540541	54.4554465445545	0.919174448658698	1	2	26	3	0	0	0	0	0
secouage	['age']	1.62162262162162	0.99010000990099	1.63783719362227	0	0	0	1	0	0	0	0	0
artificialisation	['isation']	39.7837847837838	7.92079307920792	5.02270219483655	1	3	0	2	0	2	0	0	0
hominisation	['isation']	6.81081181081081	6.43564456435644	1.05829520923704	1	2	0	1	4	0	0	0	0
crochetage	['age']	13.1891901891892	2.47524852475248	5.32843068374644	1	1	0	2	0	0	0	0	0
jugulation	['ion']	1.08108208108108	1E-06	1081082.08108108	0	0	0	0	0	0	0	0	0
salage	['age']	39.7837847837838	11.3861396138614	3.49405383501106	1	0	0	3	11	1	10	0	0
rempaillage	['age']	2.27027127027027	0.99010000990099	2.29297166707159	1	2	0	1	0	0	0	0	0
tamponnement	['ment']	7.67567667567568	0.495050504950495	15.504835565097	0	0	3	3	8	3	3	0	0
escarmouche	['conv']	255.243244243243	213.861387138614	1.19349849759371	1	1	14	7	6	1	3	0	0
arrachis	['autre']	1.08108208108108	1E-06	1081082.08108108	0	0	0	3	6	2	6	0	0
scellage	['age']	5.2972982972973	1E-06	5297298.2972973	0	0	0	2	0	0	0	0	0
captage	['age']	133.297298297297	50.000001	2.66594591262703	1	0	1	2	2	0	2	0	0
voyage	['conv']	9992.43243343243	12797.5247534752	0.780809775790348	1	1	63	9	55	0	6	0	0
profilage	['age']	62.5945955945946	5.44554555445545	11.4946418074459	1	0	1	5	0	5	0	0	0
larguage	['age']	0.864865864864865	2.97029802970297	0.29117140981013	0	0	0	1	0	0	0	0	0
distinction	['ion']	7322.37837937838	1782.67326832673	4.10752688643352	1	0	65	7	6	0	0	1	0
contribution	['ion']	6643.78378478378	4964.35643664356	1.33829709239728	1	0	35	4	9	0	2	1	1
peignage	['age']	19.5675685675676	16.3366346633663	1.19777230566626	1	2	0	1	2	0	2	0	0
brouillis	['autre']	0.648649648648649	1E-06	648649.648648649	0	0	1	1	2	0	2	0	0
commission	['conv']	10301.8378388378	35939.1089118911	0.286647002408824	1	0	43	10	24	3	11	0	0
bouleversement	['ment']	318.702703702703	1658.41584258416	0.192172973460081	0	0	37	1	5	0	0	0	0
damasquinage	['age']	3.78378478378378	1E-06	3783784.78378378	1	3	3	1	0	0	0	0	0
serrage	['age']	56.5405415405405	25.2475257524752	2.23944881153344	0	0	1	1	8	1	6	0	0
ratage	['age']	9.4054064054054	187.128713871287	0.0502616953370114	0	0	4	2	2	0	1	0	0
figuration	['ion']	332.756757756757	327.722773277228	1.01536049640124	1	0	11	4	17	0	9	0	0
cassage	['age']	20.4324334324324	4.95049604950495	4.12735071962651	0	0	4	1	5	0	1	0	0
taraudage	['age']	9.08108208108108	0.99010000990099	9.17188363828942	1	2	1	2	0	2	0	0	0
calcul	['conv']	2963.78378478378	3573.76237723762	0.829317529240618	1	0	61	5	0	1	0	1	1
balance	['conv']	695.891892891892	2334.65346634653	0.29807074279888	1	0	48	14	22	4	5	1	0
gifle	['conv']	71.5675685675676	231.188119811881	0.309564213878301	0	0	72	7	5	0	0	0	0
euthanasie	['autre']	143.243244243243	370.792080207921	0.386316892644848	1	4	0	7	4	0	2	0	0
amour	['autre']	10544.2162172162	11394.5544564455	0.92537327874647	1	6	124	11	37	2	4	0	0
succion	['ion']	26.5945955945946	9.4059415940594	2.82742512577275	0	0	0	1	4	1	2	0	0
ensablement	['ment']	43.6756766756757	12.3762386237624	3.52899439025185	0	0	0	1	4	0	0	0	0
boniment	['ment']	7.67567667567568	21.2871297128713	0.360578282709226	1	3	44	1	4	0	1	0	0
magasinage	['age']	8.21621721621622	8.91089208910891	0.922042050790656	0	0	1	3	6	1	4	0	0
batifolage	['age']	1.51351451351351	2.97029802970297	0.509549714667812	0	0	18	1	2	0	0	0	0
percolation	['ion']	33.6216226216216	3.96039703960396	8.48945756837142	1	2	0	1	5	0	5	0	0
dressement	['ment']	0.540541540540541	1E-06	540541.540540541	0	0	1	1	3	0	1	0	0
approbation	['ion']	803.243244243243	1405.94059505941	0.571320898668057	0	0	84	2	7	0	2	0	0
engraissement	['ment']	31.027028027027	22.7722782277228	1.36249117092092	0	0	5	2	4	0	0	0	0
vaporisation	['isation']	51.3513523513513	13.8613871386139	3.70463300951325	1	1	13	1	2	0	1	0	0
hersage	['age']	2.37837937837838	0.99010000990099	2.40216074597981	0	0	0	1	0	1	0	0	0
calomnie	['conv']	147.567568567568	282.178218821782	0.522958749912473	1	2	31	6	2	0	0	0	0
trempe	['conv']	68.5405415405405	114.356436643564	0.599358842862281	1	0	16	11	12	3	8	0	0
geignement	['ment']	0.864865864864865	3.96039703960396	0.218378575737788	0	0	6	2	3	0	0	0	0
nouage	['age']	26.9189199189189	0.495050504950495	54.3761083964773	0	0	0	1	2	0	2	0	0
hypnotisation	['isation']	1.40540640540541	1E-06	1405406.40540541	0	0	1	0	0	0	0	0	0
mesure	['conv']	13795.4594604595	33222.2772287228	0.415247256095148	1	0	74	18	52	2	23	1	0
colletage	['age']	0.540541540540541	0.495050504950495	1.09189170627065	0	0	0	3	0	0	0	0	0
conciliation	['ion']	204.756757756757	651.485149514851	0.31429228725971	1	3	23	3	5	1	1	0	0
deal	['autre']	278.594595594595	228.712872287129	1.21809757714399	1	1	0	2	0	0	0	0	0
serrement	['ment']	6.91891991891892	10.3960406039604	0.665534137706536	1	1	2	1	6	0	2	0	0
limage	['age']	12.1081091081081	1.48514951485149	8.15278797658222	1	2	0	2	0	0	0	0	0
mouillage	['age']	203.351352351351	48.5148524851485	4.19152778860045	1	5	7	4	9	1	9	0	0
forgerie	['autre']	9.62162262162162	5.94059505940594	1.61963953533365	1	1	0	2	1	1	0	0	0
effarouchement	['ment']	3.13513613513514	6.93069406930693	0.45235529137252	0	0	3	1	2	0	0	0	0
auto-induction	['ion']	1.83783883783784	1E-06	1837838.83783784	0	0	1	1	0	1	0	0	0
rafle	['conv']	246.594595594595	640.594060405941	0.384946740590022	1	1	6	10	0	0	0	0	0
confrontation	['ion']	2013.94594694595	2160.39604060396	0.932211459887201	1	0	2	1	4	0	1	0	0
scannage	['age']	4.32432532432432	2.47524852475248	1.74702672522823	0	0	1	2	0	0	0	0	0
affilage	['age']	1.08108208108108	1E-06	1081082.08108108	0	0	11	1	1	1	1	0	0
carving	['autre']	12.1081091081081	1.98019901980198	6.11459201172563	0	0	0	0	0	0	0	0	0
oxycoupage	['age']	3.13513613513514	1E-06	3135136.13513514	1	2	0	1	0	0	0	0	0
avortement	['ment']	471.891892891892	1523.26732773267	0.309789282748082	1	1	19	2	5	2	2	0	0
accomplissement	['ment']	331.135136135135	439.60396139604	0.753257853008324	0	0	9	1	2	0	0	1	0
fraction	['conv']	1102.81081181081	1130.69307030693	0.975340559495468	1	0	30	3	8	2	2	0	0
fractionnement	['ment']	45.9459469459459	162.871288128713	0.282099733316016	1	0	8	1	5	0	0	0	0
grimper	['autre']	487.135136135135	1523.76237723762	0.319692324349316	1	5	15	3	18	0	0	0	0
analyse	['autre']	7043.13513613514	9383.16831783168	0.750613747677363	1	0	35	15	19	7	10	1	1
soudure	['autre']	168.648649648649	138.613862386139	1.21667953511635	1	0	12	5	13	0	0	0	0
verbiage	['conv']	10.4864874864865	45.049505950495	0.232776969807618	1	1	14	6	2	0	0	0	0
entaillage	['age']	0.648649648648649	1E-06	648649.648648649	0	0	0	1	0	0	0	0	0
glane	['conv']	28.972973972973	11.8811891188119	2.43855843747989	1	0	1	11	6	0	0	0	0
grattage	['age']	37.6216226216216	40.0990109009901	0.938218219758949	1	0	1	3	3	0	1	0	0
vapocraquage	['age']	3.67567667567568	0.99010000990099	3.71242969287844	1	2	0	1	0	1	0	0	0
polarisation	['isation']	228.216217216216	124.257426742574	1.83664045843324	1	0	0	4	10	1	7	0	0
alerte	['conv']	1094.59459559459	2383.16831783168	0.459302260526234	1	0	49	9	0	0	0	0	0
handicap	['conv']	852.216217216216	2089.10891189109	0.407932881031453	1	3	0	3	5	2	3	0	0
affinage	['age']	140.972973972973	43.0693079306931	3.27316552659323	1	0	13	1	4	1	4	0	0
pompage	['age']	277.837838837838	202.475248524752	1.37220643442683	1	0	0	1	6	0	4	0	0
fouissage	['age']	2.05405505405405	0.495050504950495	4.14918282783988	0	0	1	0	1	0	0	0	0
suicide	['autre']	1397.83783883784	2334.65346634653	0.598734612646944	1	2	2	8	19	0	2	0	0
hydratation	['ion']	46.0540550540541	7.92079307920792	5.81432371651595	1	0	0	1	2	1	0	0	0
saupoudrage	['age']	4.75675775675676	128.712872287129	0.0369563484384493	0	0	0	2	2	0	0	0	0
grimace	['conv']	52.000001	241.089109910891	0.215687888263471	1	1	56	7	19	0	3	0	0
oscillation	['ion']	259.891892891892	149.50495149505	1.73834973553031	1	1	36	4	14	2	8	0	0
distension	['ion']	18.3783793783784	5.94059505940594	3.09369334125531	0	0	10	1	2	0	0	0	0
transportation	['ion']	166.27027127027	21.2871297128713	7.81083563228042	0	0	2	1	2	1	1	0	0
signalisation	['isation']	795.783784783784	239.60396139604	3.32124636064943	1	0	3	2	4	0	1	0	0
bascule	['conv']	222.162163162162	208.910892089109	1.06343025459583	1	0	17	11	34	3	17	0	0
acquiescement	['ment']	10.1621631621622	55.4455455544554	0.183281868011948	1	1	27	1	4	0	1	0	0
exploitation	['ion']	7094.27027127027	6733.66336733663	1.05355285589162	1	1	24	3	9	0	5	0	0
suggestion	['ion']	901.189190189189	977.722773277228	0.921722613833054	1	3	24	3	5	1	2	0	0
massage	['age']	164.000001	175.742575257426	0.933183098971747	1	2	0	1	3	0	0	0	0
inclinaison	['autre']	4802.37837937838	79.2079217920792	60.630026274198	1	0	16	4	9	2	5	0	0
piochage	['age']	1.94594694594595	0.495050504950495	3.93080489058493	0	0	2	2	2	0	0	0	0
appel	['conv']	8169.62162262162	24039.603961396	0.339840108669876	1	1	90	12	60	5	40	1	0
granulation	['ion']	27.8918928918919	4.95049604950495	5.63416122606159	1	0	4	3	5	1	3	0	0
dispute	['conv']	731.567568567568	602.970298029703	1.2132729770572	0	0	79	8	4	1	1	0	0
dosage	['age']	228.432433432432	447.029703970297	0.511000569768873	1	1	6	4	4	3	1	0	0
furetage	['age']	1.72973072972973	0.99010000990099	1.74702627253049	0	0	0	1	2	0	0	0	0
miaulement	['ment']	13.7297307297297	10.3960406039604	1.32066920982392	1	2	1	2	2	0	0	0	0
tatouage	['age']	329.189190189189	245.049505950495	1.34335790195673	1	2	0	2	8	0	3	0	0
graissage	['age']	29.6216226216216	3.46534753465347	8.54795148983052	0	0	0	1	3	0	2	0	0
nettoiement	['ment']	8.10810910810811	35.1485158514851	0.230681407498619	0	0	27	1	3	0	1	0	0
cascade	['conv']	1106.7027037027	735.148515851485	1.50541377672628	1	1	11	9	10	1	4	0	0
collationnure	['autre']	0.540541540540541	1E-06	540541.540540541	1	2	0	1	0	0	0	0	0
annexion	['ion']	960.648649648649	400.990100009901	2.39569168821108	1	1	13	1	8	0	2	0	0
taloche	['conv']	12.4324334324324	11.8811891188119	1.04639639249137	1	1	10	7	0	1	0	0	0
couvrure	['autre']	2.7027037027027	1.48514951485149	1.81981926780818	0	0	0	1	0	1	0	0	0
bouillonnement	['ment']	26.4864874864865	166.831684168317	0.158761734130576	0	0	64	3	5	0	1	0	0
stockage	['age']	1431.56756856757	1072.77227822772	1.33445615404286	1	1	0	3	7	2	6	0	0
brocante	['conv']	112.432433432432	170.29703070297	0.660213704069424	1	1	14	10	4	0	0	0	0
embauche	['conv']	260.648649648649	2756.43564456436	0.0945600345005853	0	0	1	6	4	0	0	0	0
champagnisation	['isation']	1.94594694594595	1.48514951485149	1.3102700613551	0	0	0	1	0	0	0	0	0
charriage	['age']	26.2702712702703	2.47524852475248	10.6131853054623	1	0	2	2	9	0	2	0	0
empilage	['age']	11.8918928918919	22.2772287227723	0.533813834740393	0	0	1	1	0	0	0	0	0
glaciation	['ion']	272.972973972973	96.5346544653465	2.82772000878672	1	0	0	2	2	0	1	0	0
assurance	['autre']	2099.89189289189	8120.79208020792	0.258582152104321	1	4	63	8	19	0	11	0	0
enlevage	['age']	0.540541540540541	0.495050504950495	1.09189170627065	0	0	0	4	3	2	2	0	0
transmigration	['ion']	26.9189199189189	11.8811891188119	2.26567556914798	1	0	7	2	3	2	2	0	0
brimade	['autre']	44.972973972973	148.514852485149	0.302818022712377	1	4	17	3	3	0	0	0	0
cautionnement	['ment']	43.7837847837838	46.5346544653465	0.940885567687813	1	1	6	3	4	0	0	0	0
interclassement	['ment']	0.864865864864865	1E-06	864865.864864865	0	0	0	0	0	0	0	0	0
ricanement	['ment']	8.54054154054054	106.930694069307	0.0798698784747904	0	0	3	1	3	0	0	0	0
tourne	['conv']	39.2432442432432	46.5346544653465	0.843312251785751	1	4	1	7	0	1	0	0	0
maniement	['ment']	160.216217216216	303.960397039604	0.527095696599387	0	0	28	3	12	1	0	0	0
mutilation	['ion']	159.243244243243	207.425743574257	0.767712056851009	1	1	14	2	6	0	0	0	0
fertilisation	['isation']	59.8918928918919	35.1485158514851	1.70396648168464	1	1	14	2	1	1	0	0	0
internement	['ment']	273.945946945946	271.782179217822	1.00796140399768	1	0	6	1	6	0	2	0	0
endoctrinement	['ment']	27.7837847837838	66.3366346633663	0.418830182217957	1	2	2	1	3	0	0	0	0
farfouillage	['age']	0.648649648648649	1E-06	648649.648648649	0	0	0	0	0	0	0	0	0
engouffrement	['ment']	1.72973072972973	0.495050504950495	3.49404901607504	0	0	0	1	5	0	0	0	0
embrayage	['age']	143.027028027027	65.8415851584158	2.17229016711706	1	3	0	2	3	2	1	0	0
paie	['autre']	299.891892891892	306.930694069307	0.977067131722493	0	0	4	8	0	0	0	0	0
maraude	['conv']	14.0540550540541	14.3564366435644	0.978937559715011	0	0	8	12	6	1	0	0	0
barrage	['age']	4490.91891991892	2807.42574357426	1.59965724122816	1	1	35	7	7	3	5	0	0
rire	['autre']	1796.54054154054	4941.58415941584	0.363555589378633	1	4	122	11	0	0	0	0	0
matraquage	['age']	12.1081091081081	107.920793079208	0.112194404457549	0	0	5	2	5	0	2	0	0
agonie	['autre']	210.27027127027	563.861387138614	0.372911279378986	1	2	20	4	4	0	0	0	0
masticage	['age']	1.51351451351351	1.48514951485149	1.01909908623905	0	0	0	1	0	0	0	0	0
gel	['conv']	545.621622621622	1455.94059505941	0.374755415484077	1	0	3	5	7	2	1	0	0
minauderie	['autre']	1.51351451351351	24.7524762475248	0.0611459838756482	0	0	33	2	2	0	0	0	0
puisage	['age']	8.54054154054054	0.495050504950495	17.2518590631366	0	0	1	1	0	0	0	0	0
salutation	['ion']	314.486487486486	36.6336643663366	8.58463091056417	1	1	1	2	4	0	1	0	0
survoltage	['age']	0.756757756756757	0.495050504950495	1.52864758078054	0	0	1	2	2	1	1	0	0
craquelage	['age']	1.08108208108108	1E-06	1081082.08108108	0	0	3	1	3	0	0	0	0
camping	['autre']	692.216217216216	429.70297129703	1.6109179211091	1	1	3	2	2	0	0	0	0
trouvaille	['autre']	195.675676675676	674.257426742574	0.290209152935861	0	0	16	10	7	2	0	0	1
vanne	['conv']	336.324325324324	206.930694069307	1.62529936333022	1	3	5	12	0	2	0	0	0
achat	['autre']	2409.72973072973	9402.9702980297	0.256273247107317	1	2	16	2	15	0	10	0	0
enneigement	['ment']	76.1081091081081	69.3069316930693	1.09813127271538	0	0	0	2	1	0	0	0	0
pique-nique	['autre']	211.783784783784	258.910892089109	0.817979433290487	1	3	7	7	2	0	0	0	0
constat	['conv']	601.621622621622	3978.21782278218	0.151228929491064	0	0	0	1	4	1	3	1	0
gauchissement	['ment']	12.972973972973	10.8910901089109	1.19115477360331	1	1	1	1	5	0	0	0	0
embrassade	['autre']	7.35135235135135	82.1782188217822	0.0894562142712541	0	0	4	1	3	0	0	0	0
orchestration	['ion']	383.567568567568	266.831684168317	1.43748884156356	1	2	3	1	3	1	2	0	0
toux	['conv']	109.513514513513	78.2178227821782	1.40010947144985	1	3	6	1	3	1	0	0	0
gazouillement	['ment']	2.05405505405405	1.98019901980198	1.03729727846217	0	0	29	1	1	0	0	0	0
enchantement	['ment']	94.8108118108108	302.475248524752	0.313449818698313	1	1	22	1	11	0	0	0	0
accommodement	['ment']	35.7837847837838	164.851486148515	0.21706680127558	1	0	28	3	6	1	1	0	0
accusation	['ion']	1974.91891991892	7391.08910991089	0.267202693750601	0	0	29	2	0	0	0	0	0
chamaille	['conv']	2.81081181081081	5.94059505940594	0.473153241839024	0	0	4	5	1	0	0	0	0
caricature	['conv']	570.810811810811	1131.18811981188	0.504611745662373	1	1	24	9	4	0	3	0	0
dessin	['conv']	8824.21621721622	13430.6930703069	0.657018678859181	1	2	100	5	24	0	3	0	0
tremblote	['conv']	1.2972982972973	2.47524852475248	0.524108300368355	0	0	0	7	0	0	0	0	0
envahissement	['ment']	63.3513523513513	99.009901990099	0.639848652286177	0	0	17	1	13	0	0	0	0
bercement	['ment']	2.16216316216216	5.44554555445545	0.397051707774829	0	0	14	1	4	0	0	0	0
encapsulation	['ion']	33.6216226216216	2.47524852475248	13.5831300515506	1	0	0	2	0	0	0	0	0
autorisation	['isation']	2450.48648748649	4231.18811981188	0.579148555464235	1	2	32	3	4	2	0	0	0
quantification	['ification']	126.27027127027	22.7722782277228	5.54491166880922	1	0	1	1	4	0	3	0	0
trituration	['ion']	13.6216226216216	18.3168326831683	0.743666924147797	1	3	0	3	6	1	2	0	0
intronisation	['isation']	134.378379378378	129.207921792079	1.04001656798272	1	1	2	1	4	0	0	0	0
plonge	['conv']	36.972973972973	78.7128722871287	0.469719537588503	0	0	2	10	3	1	1	0	0
adsorption	['ion']	58.5945955945946	1E-06	58594595.5945946	1	0	0	2	2	1	2	0	0
infantilisation	['isation']	4.43243343243243	14.3564366435644	0.308741893443272	1	1	0	1	0	0	0	0	0
nitration	['ion']	11.6756766756757	1E-06	11675676.6756757	1	1	1	1	0	1	0	0	0
appareillage	['age']	170.378379378378	185.148515851485	0.920225466538687	1	5	5	7	3	4	3	0	0
ravalement	['ment']	33.7297307297297	96.039604960396	0.351206470951634	1	1	5	2	6	1	4	0	0
ciselage	['age']	2.37837937837838	1.98019901980198	1.20108097953519	0	0	1	0	0	0	0	0	0
accompagnement	['ment']	996.324325324324	1425.74257525743	0.698810811022061	1	0	22	5	12	3	8	0	0
falsification	['ification']	131.783784783784	300.000001	0.439279281148348	0	0	15	1	4	0	0	0	0
haine	['autre']	1109.40540640541	3375.74257525743	0.328640404791768	1	1	104	2	6	0	0	0	0
instillation	['ion']	6.37837937837838	16.3366346633663	0.390434107746892	1	1	0	1	1	1	0	0	0
outillage	['age']	208.864865864865	155.445545554455	1.34365295010461	0	0	5	1	5	0	0	0	0
blague	['conv']	524.324325324324	413.861387138614	1.26690805573682	1	1	52	8	0	0	0	0	0
satinage	['age']	0.648649648648649	1E-06	648649.648648649	0	0	0	1	0	1	0	0	0
vadrouille	['conv']	55.5675685675676	64.3564366435644	0.863434513556529	0	0	5	10	0	1	0	0	0
grugeage	['age']	1.18919018918919	1E-06	1189190.18918919	1	2	0	0	0	0	0	0	0
perte	['autre']	5574.81081181081	11063.8613871386	0.503875691925366	1	0	71	13	37	5	9	1	0
atomisation	['isation']	15.1351361351351	86.6336643663366	0.174702712228991	1	0	3	1	2	0	0	0	0
photocopie	['autre']	54.5945955945946	298.019802980198	0.183191167327301	0	0	5	8	4	0	0	0	0
arrentement	['ment']	2.05405505405405	1E-06	2054055.05405405	0	0	0	1	1	0	1	0	0
inhibition	['ion']	179.675676675676	151.485149514851	1.18609432839528	1	0	4	2	6	0	6	0	0
repiquage	['age']	17.2972982972973	15.8415851584158	1.09189188609122	1	1	8	6	8	5	8	0	0
gaulage	['age']	0.864865864864865	0.495050504950495	1.74702551803548	0	0	0	1	0	0	0	0	0
fabulation	['ion']	9.72973072972973	13.3663376336634	0.727927948282948	0	0	6	2	5	0	2	0	0
foudroiement	['ment']	6.5945955945946	6.43564456435644	1.02469854086077	0	0	0	1	1	0	0	0	0
abondement	['ment']	6.27027127027027	102.475248524752	0.0611881538277579	0	0	0	3	0	0	0	0	0
insonorisation	['isation']	16.2162172162162	49.009901990099	0.330876344529157	0	0	1	2	0	0	0	0	0
fichage	['age']	34.3783793783784	87.1287138712871	0.394570031518709	1	0	0	3	0	0	0	0	0
implantation	['ion']	1539.24324424324	2928.71287228713	0.525569870234906	1	0	5	2	9	1	7	0	0
argumentation	['ion']	424.648649648649	676.732674267327	0.627498369438715	1	2	3	2	1	0	0	0	1
blocage	['age']	4976.21621721622	2150.000001	2.31451916972172	1	0	12	6	8	4	4	0	0
affinement	['ment']	13.4054064054054	12.3762386237624	1.08315675003769	0	0	6	1	4	0	2	0	0
intoxication	['ion']	321.513514513514	350.990100009901	0.91601875524251	1	2	6	2	5	1	1	0	0
ressuscitation	['ion']	1.18919018918919	1.98019901980198	0.600540742267466	0	0	0	2	4	1	1	0	0
marmonnement	['ment']	0.972973972972973	2.97029802970297	0.327567793953077	0	0	0	1	0	0	0	0	0
martellement	['ment']	1.08108208108108	1.48514951485149	0.727928111123	0	0	0	1	0	0	0	0	0
ravitaillement	['ment']	859.351352351351	555.940595059406	1.54576111186758	1	2	5	2	6	2	1	0	0
citation	['ion']	3004.97297397297	1350.49505050495	2.22508995708604	1	0	7	3	12	2	4	0	0
imagination	['ion']	738.27027127027	2759.90099109901	0.267498824650332	1	4	42	6	14	0	0	0	0
blanchissement	['ment']	24.000001	3.46534753465347	6.92571257572294	0	0	2	1	2	0	0	0	0
roulage	['age']	84.8648658648649	15.8415851584158	5.35709431955302	1	2	2	6	18	3	15	0	0
