NOM_AGENT_INSTRUMENT	VERBE	NOMINALISATION	pVbAg	pVbAc	pAgAc	LABEL
abaisseur	abaisser	abaissée	0.3380099178666291	0.20886841147372165	0.3038828980428583	pAgVb
abaisseur	abaisser	abaissement	0.3380099178666291	0.6380829421558208	0.29610672602869054	pVbAc
abatteur	abattre	abattage	0.03985152587864231	0.2930102156124856	0.3929075029244142	pAgAc
abatteur	abattre	abattement	0.03985152587864231	0.02361310380676167	0.06075999893761447	pAgAc
abatteur	abattre	abat	0.03985152587864231	0.5212831618226396	0.2308714964493295	pVbAc
abatteur	abattre	abattis	0.03985152587864231	0.3068222584427216	0.1757402874916456	pVbAc
abatteuse	abattre	abattis	0.010677679856686887	0.3068222584427216	0.2615526658017381	pVbAc
abatteuse	abattre	abattage	0.010677679856686887	0.2930102156124856	0.14490046406491774	pVbAc
abatteuse	abattre	abat	0.010677679856686887	0.5212831618226396	0.16094327555532353	pVbAc
abatteuse	abattre	abattement	0.010677679856686887	0.02361310380676167	0.1463098001737746	pAgAc
abordeur	aborder	abord	0.06981765752528152	0.05550973805723834	0.04676108425817071	pAgVb
abordeur	aborder	abordage	0.06981765752528152	0.09529339417430553	0.41269367925612355	pAgAc
aboyeur	aboyer	aboiement	0.3515606204079363	0.6208689066473315	0.4100787305548308	pVbAc
abréviateur	abréger	abréviation	0.1422437356400672	0.47405030409160415	0.23219886608392634	pVbAc
abréviateur	abrévier	abréviation	0.06503326739533451	0.0735994808124878	0.23219886608392634	pAgAc
absolutrice	absoudre	absolution	0.14728156065573503	0.6550516404444212	0.2677579073559154	pVbAc
absorbeur	absorber	absorption	0.30030336025095855	0.5819584837990589	0.48436500790469994	pVbAc
abstracteur	abstraire	abstraction	0.3073512629572213	0.7536004595266087	0.19481721742929825	pVbAc
abuseur	abuser	abusement	0.39116365862517577	0.1691511384596796	0.07982893956752184	pAgVb
abuseur	abuser	abus	0.39116365862517577	0.5946888543273442	0.43807326148352915	pVbAc
accapareur	accaparer	accaparation	0.37024930865103706	0.26045198818670684	0.08062212940846407	pAgVb
accapareur	accaparer	accaparement	0.37024930865103706	0.5541447441593419	0.5419330911267618	pVbAc
accélérateur	accélérer	accélération	0.27501442632702167	0.5293591877893298	0.5459009423320138	pAgAc
accepteur	accepter	acception	0.04131997967688442	0.04288790270322225	0.16451733649891212	pAgAc
accepteur	accepter	acceptation	0.04131997967688442	0.5592909101640998	0.18154320782216454	pVbAc
accesseur	accéder	accession	0.010759929346423853	0.5765844637565196	0.05139137638696532	pVbAc
acclimateur	acclimater	acclimatation	0.1416984366368481	0.4293927173341434	0.34045138382067186	pVbAc
accompagnateur	accompagner	accompagnement	0.4005052471864658	0.3455365144592682	0.5146678157952126	pAgAc
accordeur	accorder	accord	0.005700732904901186	0.17533830672507553	0.03529333448242695	pVbAc
accordeur	accorder	accordement	0.005700732904901186	0.15300554907433084	0.3729254341767811	pAgAc
accordeur	accorder	accordance	0.005700732904901186	0.03757609970448409	0.03672102658697338	pVbAc
accordeur	accorder	accordage	0.005700732904901186	0.014452179044584868	0.5346892542404574	pAgAc
accoucheur	accoucher	accouchement	0.2675129714259535	0.5427236190988753	0.38025513509053677	pVbAc
accréditeur	accréditer	accréditation	0.18557957921905516	0.49651578739163693	0.3263334069219335	pVbAc
accrocheur	accrocher	accrochage	0.2711067608279228	0.2913637063562002	0.08420105370092808	pVbAc
accumulateur	accumuler	accumulation	0.17149341058790846	0.492302147080872	0.34723875041643265	pVbAc
accusateur	accuser	accusation	0.4629660394486413	0.5855090742148085	0.6184323500291827	pAgAc
acheteur	acheter	achat	0.33924119410639025	0.5506301149192515	0.6071703434161446	pAgAc
acquéreur	acquérir	acquisition	0.23522403767528774	0.5071883590701932	0.37674460005481203	pVbAc
acquéreuse	acquérir	acquisition	0.16992849780138763	0.5071883590701932	0.21730533736466592	pVbAc
acteur	acter	acte	0.14630133213502214	0.1130009051680176	0.003959498699024556	pAgVb
acteur	agir	action	0.02399916377797994	0.05131556315244273	0.13466252870386705	pAgAc
acteur	acter	action	0.14630133213502214	0.06482886925659018	0.13466252870386705	pAgVb
acteur	agir	acte	0.02399916377797994	0.07646578705691813	0.003959498699024556	pVbAc
actionneur	actionner	action	0.5912382668417066	0.1486307466367339	0.283134480830696	pAgVb
actionneur	actionner	actionnement	0.5912382668417066	0.6853686792941496	0.6985606925511878	pAgAc
activateur	activer	activation	0.5117370037293965	0.699784618711842	0.678327507514818	pVbAc
actualisateur	actualiser	actualisation	0.10881395058492331	0.592229744352658	0.2551023853629981	pVbAc
adaptateur	adapter	adaptation	0.3159615706404868	0.5156491920547265	0.35156884227755286	pVbAc
adaptatrice	adapter	adaptation	0.10344507079781734	0.5156491920547265	0.3009380309733238	pVbAc
adapteur	adapter	adaptation	0.1862252865619893	0.5156491920547265	0.14410993139673825	pVbAc
additionneur	additionner	addition	0.3530478293344463	0.5820925550777476	0.36754609343928524	pVbAc
additionneuse	additionner	addition	0.20890049304874317	0.5820925550777476	0.2852420983379138	pVbAc
adjudicateur	adjuger	adjudication	0.14562170844695255	0.13011028224401122	0.3530580809062471	pAgAc
administrateur	administrer	administration	0.4109576597423146	0.501393792752387	0.5377967005922556	pAgAc
administratrice	administrer	administration	0.005260160339679884	0.501393792752387	0.04929573633413012	pVbAc
administreur	administrer	administration	0.07341989824802872	0.501393792752387	0.05149078334781158	pVbAc
admirateur	admirer	admiration	0.4859446123111299	0.5187400399671639	0.6328937399599424	pAgAc
admoniteur	admonester	admonition	0.012999086084525702	0.19719404696196502	0.021555966529164767	pVbAc
adorateur	adorer	adoration	0.4762123798971386	0.2837283658748197	0.5342551611734923	pAgAc
adoucisseur	adoucir	adoucissement	0.023189860136234988	0.5332375514418392	0.2501083685685032	pVbAc
adulateur	aduler	adulation	0.3991280410772476	0.39719323658617667	0.398826153402696	pAgVb
aérateur	aérer	aération	0.41255796822365187	0.6654897055361325	0.5818264286516197	pVbAc
affabulateur	affabuler	affabulation	0.3458674155239213	0.34485663540724387	0.531179229732606	pAgAc
affameur	affamer	affamement	0.2603374300495405	0.11622324778501537	0.19476430234892098	pAgVb
afficheur	afficher	affichage	0.40499393670821626	0.5246113136890153	0.6014436282229485	pAgAc
affineur	affiner	affinage	0.13565064321766274	0.5046771941491571	0.3387022761911612	pVbAc
affineur	affiner	affinement	0.13565064321766274	0.5119336414046348	0.030843651467728085	pVbAc
affréteur	affréter	affrètement	0.4970994250527747	0.5392584793749441	0.6769376379960635	pAgAc
affûteur	affûter	affûtage	0.12429782337707074	0.5712962890605902	0.26125228185461746	pVbAc
agenceur	agencer	agencement	0.09162087389281531	0.5195393011628763	0.06947153790329415	pVbAc
agitateur	agiter	agitation	0.2770903223229473	0.5079704801209657	0.4626963267666237	pVbAc
agrafeur	agrafer	agrafage	0.4325618825197805	0.40651636530812424	0.6014737565814042	pAgAc
agrafeuse	agrafer	agrafage	0.20735894721150655	0.40651636530812424	0.42701477408374033	pAgAc
agrandisseur	agrandir	agrandissement	0.0033946309645311173	0.624646864632039	0.04383938199461228	pVbAc
agrégateur	agréger	agrégation	0.02301745117556039	0.634057842833106	0.11866684128193591	pVbAc
agresseur	agresser	agression	0.48632554718528503	0.4535020440586993	0.6583952890441715	pAgAc
agresseuse	agresser	agression	0.0843351047132861	0.4535020440586993	0.18168368668604462	pVbAc
aguicheur	aguicher	aguichage	0.5881008006691343	0.09597516688027853	0.015220959728864603	pAgVb
aiguilleur	aiguiller	aiguillage	0.18656060036529715	0.27540624838866384	0.5401076714263693	pAgAc
aiguiseur	aiguiser	aiguisement	0.282393122434922	0.22434352773375735	0.05968959293854535	pAgVb
aiguiseur	aiguiser	aiguisage	0.282393122434922	0.3914110075222568	0.4052328588184256	pAgAc
ajusteur	ajuster	ajustage	0.016064137580210587	0.4494264297626619	0.2987626509165572	pVbAc
ajusteur	ajuster	ajustement	0.016064137580210587	0.5139316227085662	0.06905098199855937	pVbAc
aléseur	aléser	alésage	0.474379127339469	0.3132561906202928	0.43103114826803285	pAgVb
aléseuse	aléser	alésage	0.36333395666592927	0.3132561906202928	0.14488487594890367	pAgVb
aliénateur	aliéner	aliénation	0.23180937622554626	0.462862465778782	0.28045625680603536	pVbAc
aligneur	aligner	alignement	0.1662049080270166	0.31435073166925415	0.18306033286336024	pVbAc
alimentateur	alimenter	alimentation	0.18198181979401554	0.4852410754643929	0.28591464230585245	pVbAc
allocateur	allouer	allocation	0.24966111781533884	0.465715573981128	0.24197297632063458	pVbAc
allumeur	allumer	allumage	0.5026790019034266	0.5409670149863107	0.5366684668981101	pVbAc
allumeuse	allumer	allumage	0.01263521497481511	0.5409670149863107	0.013990026877161877	pVbAc
alternateur	alterner	alternat	0.04051208459519538	0.2319090739976297	0.30860868614269715	pAgAc
alternateur	alterner	alternation	0.04051208459519538	0.4032422431062261	0.14143120026983985	pVbAc
alternateur	alterner	alternance	0.04051208459519538	0.6266526066497029	0.21527256089641666	pVbAc
amateur	aimer	amour	0.25454973741135417	0.5145244030891069	0.10585001801145286	pVbAc
amatrice	aimer	amour	0.23712486261206422	0.5145244030891069	0.13457729985791236	pVbAc
ambleur	ambler	amble	0.18806825158346002	0.2930493678703038	0.3478923559509838	pAgAc
améliorateur	améliorer	amélioration	0.15331189278864613	0.6727182634469278	0.1369833298794242	pVbAc
amélioratrice	améliorer	amélioration	0.11407828597015966	0.6727182634469278	0.11149094344117919	pVbAc
aménageur	aménager	aménagement	0.3140284960158564	0.5491503235178321	0.5473383521798538	pVbAc
amodiateur	amodier	amodiation	0.4508258816945268	0.5226030683832502	0.4777070621976294	pVbAc
amorceur	amorcer	amorce	0.006403039005166696	0.35925895953259124	0.4375267976697044	pAgAc
amorceur	amorcer	amorçage	0.006403039005166696	0.06072480121115408	0.5175917918743889	pAgAc
amortisseur	amortir	amortissement	0.47006455876903747	0.5174207398282933	0.5629247346928568	pAgAc
amplificateur	amplifier	amplification	0.3500130077628175	0.5731680131972634	0.7102351870963612	pAgAc
amuseur	amuser	amusement	0.28344317132272195	0.37304667739991193	0.3247505010076302	pVbAc
analyseur	analyser	analyse	0.41335690280587084	0.685433558085644	0.45051051868058045	pVbAc
anéantisseur	anéantir	anéantissement	0.08310006999061828	0.5991356945578283	0.00528438024699757	pVbAc
animateur	animer	animation	0.5540534671422539	0.60289503037671	0.46553462265085027	pVbAc
annonceur	annoncer	annonce	0.25821408697223003	0.46619073794551674	0.3814333600884517	pVbAc
annonceur	annoncer	annonciation	0.25821408697223003	0.1333935693143061	0.13364256449081985	pAgVb
annonciateur	annoncer	annonciation	0.2842324819627224	0.1333935693143061	0.2496523748373256	pAgVb
annonciateur	annoncer	annonce	0.2842324819627224	0.46619073794551674	0.21873908594285846	pVbAc
annotateur	annoter	annotation	0.32978341068607053	0.6044651943309072	0.2848953809300588	pVbAc
annulateur	annuler	annulation	0.10608347679845205	0.6942642434243695	0.016784449414651542	pVbAc
anticipateur	anticiper	anticipation	0.3817803878468423	0.3527260614791392	0.49111934637256266	pAgAc
apaiseur	apaiser	apaisement	0.07565881758588602	0.5964367069443707	0.0345603068684239	pVbAc
aplatisseur	aplatir	aplatissement	0.3251199321152236	0.4155277142579771	0.19317967454558693	pVbAc
aplatisseur	aplatir	aplatissage	0.3251199321152236	0.031348865837362565	0.2729870048361817	pAgVb
appareilleur	appareiller	appareillement	0.15655863369744885	0.011066238751322488	0.028576851919749836	pAgVb
appareilleur	appareiller	appareillage	0.15655863369744885	0.3037568935418428	0.3750415619020414	pAgAc
appeleur	appeler	appellation	0.162155293925963	0.08923536471371638	0.08712684052637981	pAgVb
appeleur	appeler	appel	0.162155293925963	0.04206151670397504	0.04982785776398145	pAgVb
applicateur	appliquer	application	0.24503475260091379	0.4204155090443246	0.4243882457003907	pAgAc
apporteur	apporter	apport	0.30423320182108066	0.3422874138258814	0.3447439389565643	pAgAc
apposeur	apposer	apposition	0.2334765802296899	0.5740989968769985	0.37643994162363714	pVbAc
appréciateur	apprécier	appréciation	0.35906041020235646	0.3206519785783158	0.29153822854124345	pAgVb
apprêteur	apprêter	apprêt	0.05921255971135014	0.015864586088978852	0.35025411250086974	pAgAc
apprêteur	apprêter	apprêtage	0.05921255971135014	0.033649891895398555	0.43356732505996304	pAgAc
approbateur	approuver	approbation	0.0977564270699481	0.5634361892277032	0.19474397040342062	pVbAc
approvisionneur	approvisionner	approvisionnement	0.19637536044194895	0.6073611044204976	0.19966108523068576	pVbAc
archiveur	archiver	archivage	0.2132008966107871	0.6542113046899017	0.4806891435222556	pVbAc
argenteur	argenter	argenture	0.144495848353369	0.3621647581077992	0.2953237818293309	pVbAc
argumentateur	argumenter	argumentation	0.13640963353724853	0.6539362916757018	0.15960911694537117	pVbAc
armateur	armer	armage	0.15331616345583057	0.1338584676421745	0.0028349340820903643	pAgVb
armateur	armer	armement	0.15331616345583057	0.4963126530666	0.34993115459560226	pVbAc
armatrice	armer	armement	0.15058919628541595	0.4963126530666	0.05396200153006105	pVbAc
armatrice	armer	armage	0.15058919628541595	0.1338584676421745	0.06831778340183951	pAgVb
arnaqueur	arnaquer	arnaque	0.5933886820526868	0.5774781699300441	0.4956492107922215	pAgVb
arnaqueuse	arnaquer	arnaque	0.40703768894531067	0.5774781699300441	0.5414356610435622	pVbAc
arpenteur	arpenter	arpentage	0.40153495425533453	0.2433228839791306	0.6345073909206083	pAgAc
arpenteuse	arpenter	arpentage	0.04278315582711817	0.2433228839791306	0.055820466961602234	pVbAc
arracheur	arracher	arrachage	0.30982305699491136	0.42469583121266746	0.2916625940396958	pVbAc
arracheur	arracher	arrachement	0.30982305699491136	0.3651905317583038	0.2952696228654936	pVbAc
arracheur	arracher	arrachis	0.30982305699491136	0.012393878144544538	0.14702239203317302	pAgVb
arracheur	arracher	arraché	0.30982305699491136	0.26591758712294233	0.05119454537472599	pAgVb
arracheuse	arracher	arrachis	0.11934815402428102	0.012393878144544538	0.3303631899956741	pAgAc
arracheuse	arracher	arrachage	0.11934815402428102	0.42469583121266746	0.391659294609114	pVbAc
arracheuse	arracher	arrachement	0.11934815402428102	0.3651905317583038	0.1313349816177415	pVbAc
arracheuse	arracher	arraché	0.11934815402428102	0.26591758712294233	0.10641185088137751	pVbAc
arrangeur	arranger	arrangement	0.3084385345515807	0.4352958741678189	0.4670465772907402	pAgAc
arrangeuse	arranger	arrangement	0.18611115908642223	0.4352958741678189	0.30808170358824444	pVbAc
arrimeur	arrimer	arrimage	0.1515261535943545	0.5925724381785844	0.2593713041892409	pVbAc
arroseur	arroser	arrosement	0.18411257567325134	0.25616711005365617	0.24862458872709658	pVbAc
arroseur	arroser	arrosage	0.18411257567325134	0.3849997320146017	0.29239668271071473	pVbAc
articulateur	articuler	articulation	0.3141134159279369	0.4648706673299913	0.3936152583368646	pVbAc
aspergeur	asperger	aspersion	0.12617704162588853	0.5264914137681862	0.0008881124585244935	pVbAc
asperseur	asperger	aspersion	0.1890329576421912	0.5264914137681862	0.2963916487017649	pVbAc
aspirateur	aspirer	aspiration	0.27022618083938776	0.5241829017603176	0.206914284647992	pVbAc
assembleur	assembler	assemblée	0.25085729995217704	0.2297562549700969	0.11164306649198917	pAgVb
assembleur	assembler	assemblage	0.25085729995217704	0.5269378767925041	0.3729198131541539	pVbAc
assembleur	assembler	assemblement	0.25085729995217704	0.3402425456660459	0.20281177229027159	pVbAc
assimilateur	assimiler	assimilation	0.3432383988559632	0.4794234286667036	0.3997053463782923	pVbAc
associateur	associer	association	0.14693068300357734	0.14573228157718462	0.0711326097485073	pAgVb
assureur	assurer	assurage	0.17017805114885678	0.33777780055240925	0.06653412553254504	pVbAc
assureur	assurer	assurance	0.17017805114885678	0.3183936813266584	0.7614387215534091	pAgAc
atomiseur	atomiser	atomisation	0.05883132134015184	0.23240455626038384	0.36165217971842184	pAgAc
atteleur	atteler	attelage	0.01315090764619819	0.39324028993713495	0.19837312736301524	pVbAc
attendrisseur	attendrir	attendrissement	0.24243452787631048	0.5241293933009236	0.010860872530401374	pVbAc
atténuateur	atténuer	atténuation	0.15411757541806062	0.5382670841511802	0.4037160679721014	pVbAc
atterrisseur	atterrir	atterrissage	0.3541497271857762	0.6505644062299001	0.5718525359136881	pVbAc
atterrisseur	atterrir	atterrissement	0.3541497271857762	0.1642255646573265	0.05990917525031051	pAgVb
attracteur	attirer	attraction	0.17949234650119525	0.10175443226224903	0.33033722560626894	pAgAc
attrapeur	attraper	attrape	0.3064070817976077	0.7001630939144188	0.27620270646522493	pVbAc
attrapeuse	attraper	attrape	0.07068244892546678	0.7001630939144188	0.051462104895325385	pVbAc
authentificateur	authentifier	authentification	0.28075264056927357	0.5400681993693522	0.38275280479377133	pVbAc
authentifieur	authentifier	authentification	0.11319787024174574	0.5400681993693522	0.39603284182325404	pVbAc
autocorrecteur	autocorriger	autocorrection	0.22514059599857772	0.020862954039072144	0.1177048750047531	pAgVb
autodestructeur	auto-détruire	auto-destruction	0.16746988995076942	0.3813661976927646	0.40450611676450027	pAgAc
autodestructeur	autodétruire	autodestruction	0.2868026591050004	0.4020959586639147	0.536455244034688	pAgAc
autorégulateur	autoréguler	autorégulation	0.42164557314091655	0.54810843021993	0.6101016565316398	pAgAc
avaleur	avaler	avalement	0.43677220773382297	0.2570554184879721	0.4053031774453134	pAgVb
avaleuse	avaler	avalement	0.29427589314194785	0.2570554184879721	0.23651141216794946	pAgVb
avertisseur	avertir	avertissement	0.2542428469535683	0.44306552516593906	0.3052126619447073	pVbAc
aviseur	aviser	avis	0.3923839666311206	0.377127873601028	0.15012367064981874	pAgVb
avitailleur	avitailler	avitaillement	0.2947725927622085	0.3819868222377891	0.4122997069528922	pAgAc
avorteur	avorter	avortement	0.10367615816469812	0.3316697311159701	0.35935238499899297	pAgAc
avorteuse	avorter	avortement	0.19259613939164824	0.3316697311159701	0.28849985635448916	pVbAc
badigeonneur	badigeonner	badigeonnage	0.05075066403835783	0.5356783422474931	0.06221122773509436	pVbAc
bafouilleur	bafouiller	bafouillage	0.21078543478345863	0.1748063719326435	0.016916295092519733	pAgVb
bagarreur	bagarrer	bagarre	0.3611807539441242	0.43825377576054647	0.374683876061071	pVbAc
baigneur	baigner	bain	0.3085376022859026	0.3343123807105473	0.5345841749398367	pAgAc
baigneur	baigner	baignade	0.3085376022859026	0.3800384638306531	0.5721802566427728	pAgAc
baigneuse	baigner	baignade	0.28574005017190346	0.3800384638306531	0.30257468287665595	pVbAc
baigneuse	baigner	bain	0.28574005017190346	0.3343123807105473	0.45124730570471466	pAgAc
bailleur	bailler	bail	0.09529203971359132	0.26012794727822874	0.43777048426904985	pAgAc
bâilleur	bâiller	bâillement	0.19367213755023402	0.32676314067899065	0.025982665216817444	pVbAc
baiseur	baiser	baise	0.40202977780754084	0.48971792565348043	0.43250925094450543	pVbAc
baiseur	baiser	baiser	0.40202977780754084	0.9999999999999998	0.40202977780754084	pVbAc
baladeur	balader	balade	0.2030829335780877	0.44697134491646867	0.16110157484100626	pVbAc
baladeuse	balader	balade	0.10204156615116625	0.44697134491646867	0.12987175035674325	pVbAc
balayeur	balayer	balayage	0.0840876402991574	0.3291367257783123	0.13081128527940653	pVbAc
balayeuse	balayer	balayage	0.12896967449112762	0.3291367257783123	0.1409482658164924	pVbAc
baliseur	baliser	balisage	0.24882715510668726	0.6698983864635255	0.331705486187012	pVbAc
baptiseur	baptiser	baptême	0.0013262169574805452	0.22613065649048053	0.1456873342799844	pVbAc
barboteur	barboter	barbotage	0.4456648260909298	0.47797314761287785	0.44801426051979243	pVbAc
barboteur	barboter	barbote	0.4456648260909298	0.2995695826594666	0.3788836622553158	pAgVb
barboteuse	barboter	barbote	0.08418690764265829	0.2995695826594666	0.3507210042765388	pAgAc
barboteuse	barboter	barbotage	0.08418690764265829	0.47797314761287785	0.032092329607203415	pVbAc
barbouilleur	barbouiller	barbouillage	0.4351435286750795	0.46402398766860153	0.34237567718328044	pVbAc
barreur	barrer	barrage	0.0027065166994723784	0.18677143567477802	0.10964517758829422	pVbAc
basculeur	basculer	bascule	0.0015579327112961415	0.48130798708318745	0.4559295610576559	pVbAc
basculeur	basculer	basculement	0.0015579327112961415	0.5380499446233428	0.11830102437687535	pVbAc
batailleur	batailler	bataille	0.08440516544405267	0.49359483158961676	0.12810948683554146	pVbAc
bateleur	bateler	batellerie	0.22501385602786472	0.023766534826296717	0.1238229940797536	pAgVb
bateleur	bateler	batelage	0.22501385602786472	0.20078275903952922	0.15569874397164307	pAgVb
bâtisseur	bâtir	bâtiment	0.444276026869112	0.4005438152992718	0.3410595192445582	pAgVb
bâtisseur	bâtir	bâtisse	0.444276026869112	0.4564825904754173	0.3700935799675407	pVbAc
bâtisseuse	bâtir	bâtisse	0.09061041805863167	0.4564825904754173	0.2261249267765608	pVbAc
bâtisseuse	bâtir	bâtiment	0.09061041805863167	0.4005438152992718	0.0265735382268196	pVbAc
batteur	battre	batte	0.1109955900039262	0.27347324367336495	0.20375658614694286	pVbAc
batteur	battre	battue	0.1109955900039262	0.18887341026813234	0.07772129696233872	pVbAc
batteur	battre	battage	0.1109955900039262	0.03710443260581579	0.0014305063272473887	pAgVb
batteur	battre	bat	0.1109955900039262	0.797588634818711	0.15104786633593728	pVbAc
batteur	battre	battement	0.1109955900039262	0.010196872956967532	0.0479005208037478	pAgVb
batteur	battre	batterie	0.1109955900039262	0.07728411857311734	0.46155261603688025	pAgAc
batteuse	battre	batte	0.012426740859625515	0.27347324367336495	0.23195829955289074	pVbAc
batteuse	battre	batterie	0.012426740859625515	0.07728411857311734	0.498468247654041	pAgAc
batteuse	battre	battement	0.012426740859625515	0.010196872956967532	0.027769709159274972	pAgAc
batteuse	battre	bat	0.012426740859625515	0.797588634818711	0.023223230554276015	pVbAc
batteuse	battre	battue	0.012426740859625515	0.18887341026813234	0.20568298825691092	pAgAc
batteuse	battre	battage	0.012426740859625515	0.03710443260581579	0.2630341546524066	pAgAc
bêcheur	bêcher	bêchage	0.2467831657458832	0.43773674699462206	0.09402244729545575	pVbAc
bégayeur	bégayer	bégaiement	0.20494032622712025	0.31673990496859755	0.17249151161737847	pVbAc
bénisseur	bénir	bénédiction	0.07039673822263831	0.64985123137012	0.00024000891847342662	pVbAc
berceur	bercer	bercement	0.4366893549527333	0.11503974221715194	0.3739481325495742	pAgVb
berceuse	bercer	bercement	0.37876141480758313	0.11503974221715194	0.2995307934875935	pAgVb
bétonneuse	bétonner	bétonisation	0.13878234778866583	0.13306564704082885	0.10664877537799274	pAgVb
bétonneuse	bétonner	bétonnage	0.13878234778866583	0.6521452976312743	0.09741990400886259	pVbAc
bidouilleur	bidouiller	bidouille	0.4917916371779234	0.564166716134109	0.5335650077362049	pVbAc
bidouilleur	bidouiller	bidouillage	0.4917916371779234	0.6037874919454248	0.541035993097333	pVbAc
bineuse	biner	binage	0.16957249671464833	0.33258759498281915	0.34721510944430195	pAgAc
blagueur	blaguer	blague	0.5242693650695727	0.5669978506817256	0.5561353173857123	pVbAc
blancheur	blanchir	blanchissement	0.20834324620587497	0.46656892957934687	0.3492374339807099	pVbAc
blancheur	blanchir	blanchissage	0.20834324620587497	0.1669572056141916	0.040917103394850086	pAgVb
blancheur	blanchir	blanchiment	0.20834324620587497	0.5569898004914793	0.07827345293864994	pVbAc
blanchisseur	blanchir	blanchiment	0.14834547058446626	0.5569898004914793	0.12780158289701984	pVbAc
blanchisseur	blanchir	blanchissage	0.14834547058446626	0.1669572056141916	0.005540861191102864	pVbAc
blanchisseur	blanchir	blanchissement	0.14834547058446626	0.46656892957934687	0.11151308286724987	pVbAc
blanchisseuse	blanchir	blanchiment	0.03502658128349211	0.5569898004914793	0.03315235538345466	pVbAc
blanchisseuse	blanchir	blanchissement	0.03502658128349211	0.46656892957934687	0.022313645166953104	pVbAc
blanchisseuse	blanchir	blanchissage	0.03502658128349211	0.1669572056141916	0.052843008268160394	pVbAc
blasphémateur	blasphémer	blasphème	0.605787501751018	0.6551124870164466	0.7273446754520471	pAgAc
bloqueur	bloquer	bloque	0.2488902741135164	0.12250819759682834	0.257298398285352	pAgAc
bloqueur	bloquer	blocage	0.2488902741135164	0.6302293348244435	0.4132982278105671	pVbAc
bloqueur	bloquer	bloc	0.2488902741135164	0.13616043919462922	0.33413015856773576	pAgAc
bloqueuse	bloquer	blocage	0.3179161835239694	0.6302293348244435	0.27018263254643254	pVbAc
bloqueuse	bloquer	bloc	0.3179161835239694	0.13616043919462922	0.21925251945944868	pAgVb
bloqueuse	bloquer	bloque	0.3179161835239694	0.12250819759682834	0.19826196724315376	pAgVb
bluffeur	bluffer	bluff	0.17166821310337818	0.37366883602124634	0.33646861917189747	pVbAc
bobineur	bobiner	bobinage	0.0659847498426137	0.6532928098519126	0.024153058870920462	pVbAc
bobineuse	bobiner	bobinage	0.3915471755671668	0.6532928098519126	0.2599052173454694	pVbAc
boiseur	boiser	boisage	0.0005397875331148352	0.30112799428988823	0.29056319787972734	pVbAc
boiseur	boiser	boisement	0.0005397875331148352	0.7033488633915062	0.041065617305332355	pVbAc
bonimenteur	bonimenter	boniment	0.10583869623155619	0.11917290795497106	0.5856645128206366	pAgAc
bosseur	bosser	bossage	0.4376966301325397	0.08689064913884735	0.04685388426227322	pAgVb
bosseuse	bosser	bossage	0.21502438206824076	0.08689064913884735	0.03671560653123526	pAgVb
botteur	botter	bottage	0.4136912396503467	0.5639213473114252	0.3821702857832793	pVbAc
boudeur	bouder	bouderie	0.2874505409151067	0.03054457748172493	0.38256963235135205	pAgAc
boudeuse	bouder	bouderie	0.13123074303380047	0.03054457748172493	0.09592590871611698	pAgVb
bouffeur	bouffer	bouffe	0.33180695519794096	0.5214416948470233	0.11396874559332715	pVbAc
bouilleur	bouillir	bouillon	0.23559770102727193	0.6718143223250954	0.29917337556864976	pVbAc
bouilleuse	bouillir	bouillon	0.00299012451655128	0.6718143223250954	0.06928570592762066	pVbAc
bouquineur	bouquiner	bouquinerie	0.222935112263226	0.27436654005226657	0.3773778365785371	pAgAc
bourreuse	bourrer	bourrage	0.024653875492567645	0.4790638463479067	0.026796184031506895	pVbAc
boxeur	boxer	boxe	0.32641869486493574	0.5159188420576222	0.609664958274703	pAgAc
boxeuse	boxer	boxe	0.0638135620542238	0.5159188420576222	0.4816074009111183	pVbAc
boycotteur	boycotter	boycott	0.2521529227295136	0.6138975852151548	0.23777217061175285	pVbAc
boycotteur	boycotter	boycottage	0.2521529227295136	0.5290919351668604	0.21212059659409233	pVbAc
bradeur	brader	bradage	0.0250701464502597	0.3217533163805283	0.01360555281123116	pVbAc
bradeur	brader	braderie	0.0250701464502597	0.09311266029907968	0.09042529459402972	pVbAc
brailleur	brailler	braillement	0.09366824385858363	0.4088933836592834	0.2577971418972467	pVbAc
branleur	branler	branlette	0.26846433794999586	0.18925337745132917	0.26331340262988523	pAgVb
branleur	branler	branlée	0.26846433794999586	0.24705962308842622	0.052359383614638016	pAgVb
branleur	branler	branle	0.26846433794999586	0.1933866434428003	0.2048400129575408	pAgVb
braqueur	braquer	braquage	0.4921484552942318	0.5757338827465157	0.6125895063134028	pAgAc
braqueuse	braquer	braquage	0.3670585666277615	0.5757338827465157	0.3688924666346026	pVbAc
brasseur	brasser	brassage	0.37739521993092573	0.33692262503561304	0.3541246369906415	pAgVb
brasseur	brasser	brassée	0.37739521993092573	0.32107796565012736	0.11094132642235685	pAgVb
bricoleur	bricoler	bricole	0.5056225887747505	0.4344058673197104	0.35880721961686146	pAgVb
bricoleur	bricoler	bricolage	0.5056225887747505	0.48976605678667817	0.49332738480481847	pAgVb
briseur	briser	brise	0.32260197335326124	0.40714852721527395	0.20135799621605055	pVbAc
briseur	briser	brisure	0.32260197335326124	0.2875831426089769	0.045692824290551416	pAgVb
briseur	briser	brisement	0.32260197335326124	0.4162545016123475	0.278906209315431	pVbAc
